ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment	is_neuronal_term
GO:0002792	negative regulation of peptide secretion	74	0.515279198430627	1.52668377889909	0.00338532877882089	0.0192542901941738	0.0137522243716099	8394	tags=73%, list=39%, signal=45%	12918/11551/16324/27220/16846/14687/13924/20787/16535/12922/14063/22228/16514/16367/19712/545156/110385/208188/18300/223775/11747/75597/19219/12652/12919/93691/59090/20377/57915/56458/14681/18125/18133/26921/16500/17773/18641/14118/58991/16522/19055/16149/13489/50873/26950/19016/269275/18575/15107/14226/74370/15357/54615/20927	FALSE
GO:0060911	cardiac cell fate commitment	16	0.721156651861814	1.88756193961035	0.00342232654129544	0.0194006888360717	0.0138567884428259	4064	tags=75%, list=19%, signal=61%	18091/20671/16392/21386/17292/22431/13380/23966/76365/21388/22416/545261	FALSE
GO:0038084	vascular endothelial growth factor signaling pathway	42	0.580182529053155	1.67001441473214	0.00342232654129544	0.0194006888360717	0.0138567884428259	4058	tags=50%, list=19%, signal=41%	17300/18187/24064/15507/18595/13388/18654/19245/16160/16159/22339/16542/69601/18596/18591/20358/78560/100952/14388/12512/64074	FALSE
GO:0010810	regulation of cell-substrate adhesion	224	0.423498600546593	1.31831041948901	0.00342232654129544	0.0194006888360717	0.0138567884428259	7056	tags=48%, list=33%, signal=33%	15404/22408/12578/16007/15227/16402/17926/14115/14369/22417/56320/12977/268709/21825/16449/107581/15379/18792/24066/109648/17242/18081/225631/12927/14366/11465/11490/18167/30060/170758/225392/23892/22339/17387/21754/13835/11806/16542/277360/12842/56753/18128/68169/11482/18591/20194/21838/18708/19229/100952/11601/230959/12053/19242/17127/19354/23795/12043/380924/12554/244667/64074/12501/20971/70450/77569/64075/18754/74199/18552/15117/17877/110253/11687/14343/16852/13829/17886/12571/26921/68750/94214/108911/16403/105352/13837/16971/14114/83436/68732/29873/17283/20745/13640/74030/50918/114249/225341/67896/18787/330662/22288/241639/20779/16480/19271/18606	FALSE
GO:0035988	chondrocyte proliferation	27	0.653929549315102	1.81286182289698	0.00345932430766559	0.0195889448747329	0.0139912488283748	2811	tags=48%, list=13%, signal=42%	20472/16147/14219/20682/12845/15364/17131/20855/14284/14824/17387/66175/14042	FALSE
GO:1901862	negative regulation of muscle tissue development	18	0.670841385499599	1.77325062140057	0.00349632207780768	0.0197767889959144	0.0141254150051242	4277	tags=61%, list=20%, signal=49%	12159/22160/14179/12064/56233/14174/16011/15184/20670/21803/53376	FALSE
GO:0014061	regulation of norepinephrine secretion	20	0.659053051265465	1.76162309760269	0.00353331985160324	0.0198989799921446	0.014212688957028	4174	tags=60%, list=19%, signal=48%	12918/18429/99296/11540/19224/12922/18430/11541/208188/18441/11606/18799	FALSE
GO:0021533	cell differentiation in hindbrain	30	0.605282188052695	1.69238307171172	0.00353331985160324	0.0198989799921446	0.014212688957028	3617	tags=37%, list=17%, signal=31%	18935/15376/14461/18121/16873/16869/12404/664805/18032/22421/19130	FALSE
GO:0021952	central nervous system projection neuron axonogenesis	31	0.592624561281312	1.66122320569988	0.00353331985160324	0.0198989799921446	0.014212688957028	5305	tags=58%, list=25%, signal=44%	21907/59058/77630/244152/18227/13845/243743/14633/24136/18028/13838/11444/13844/270190/70433/14790/13175/18080	TRUE
GO:0003085	negative regulation of systemic arterial blood pressure	31	0.592481729450647	1.66082282480594	0.00353331985160324	0.0198989799921446	0.014212688957028	3289	tags=42%, list=15%, signal=36%	12918/11555/11554/21333/11550/30878/12310/29856/16542/18216/15937/11549/21926	FALSE
GO:0033599	regulation of mammary gland epithelial cell proliferation	20	0.658501056980609	1.76014763841154	0.00357031762893869	0.0200201107826605	0.0142992056653921	3907	tags=50%, list=18%, signal=41%	15402/14462/12578/353310/12443/14775/216439/68949/15235/18612	FALSE
GO:1900744	regulation of p38MAPK cascade	42	0.579057251534476	1.66677538290566	0.00357031762893869	0.0200201107826605	0.0142992056653921	3704	tags=40%, list=17%, signal=34%	15111/12159/242316/23882/13197/17873/20698/12156/16846/230738/225392/22339/69601/227753/22350/100532/52065	FALSE
GO:0042755	eating behavior	53	0.558366238266208	1.62320942767801	0.00357031762893869	0.0200201107826605	0.0142992056653921	4620	tags=49%, list=21%, signal=39%	244813/18429/99296/623503/16846/11540/11421/217212/13488/18389/238384/109648/17202/22044/14916/23886/12424/18430/22223/15171/211986/208188/21367/18441/18168/21823	FALSE
GO:0071241	cellular response to inorganic substance	204	0.423876217004016	1.311727265618	0.00357031762893869	0.0200201107826605	0.0142992056653921	5208	tags=35%, list=24%, signal=27%	17750/15376/17748/21418/20674/15902/73181/20423/14281/16476/12622/12606/11827/17751/228550/21825/20271/16477/18018/54524/319508/11826/16485/12927/98396/17395/11513/14282/55925/12891/234577/18164/17928/11651/227753/102278/22142/20983/53945/20497/12576/15444/18013/18019/20617/15216/238276/54525/67547/320404/105675/17260/723952/12919/16513/12010/22040/20597/59125/11770/80976/20980/58994/16510/11687/15368/13829/53416/18024/19395/56458	FALSE
GO:0051017	actin filament bundle assembly	171	0.446091664526138	1.37450889774241	0.00360731540970511	0.0202056561952063	0.0144317300076929	5246	tags=42%, list=24%, signal=32%	15901/13609/17926/14219/75477/22417/11853/56320/268709/21333/22411/66214/211401/30794/56226/108686/17118/223864/238021/18709/104027/20410/114229/227357/24136/11465/26401/71774/229474/22793/14086/20312/21754/54324/13835/11806/68760/56753/14787/18645/20807/20194/18708/22350/19229/234094/109624/109689/242553/17127/268396/19303/20971/19219/108897/16419/77569/13860/21812/22003/67803/20411/108100/17912/207495/72088/13829/58234/17886/57028/21809	FALSE
GO:0035929	steroid hormone secretion	33	0.619999027904099	1.75102658713972	0.00364431319379802	0.0203908000129175	0.0145639675140618	4470	tags=55%, list=21%, signal=43%	12918/19701/18095/21333/14427/16323/14366/56745/16535/12394/114679/14419/69847/12257/18976/11606/12921/12953	FALSE
GO:0048846	axon extension involved in axon guidance	37	0.599065480818919	1.70187518612372	0.00371830877156614	0.0207598880658714	0.0148275857345163	5424	tags=65%, list=25%, signal=49%	18187/20353/22418/20357/20315/243743/20350/20347/20562/20361/218877/22339/22415/20356/20358/20351/22416/20360/20564/13508/319757/214968/20359/20354	TRUE
GO:1902284	neuron projection extension involved in neuron projection guidance	37	0.599065480818919	1.70187518612372	0.00371830877156614	0.0207598880658714	0.0148275857345163	5424	tags=65%, list=25%, signal=49%	18187/20353/22418/20357/20315/243743/20350/20347/20562/20361/218877/22339/22415/20356/20358/20351/22416/20360/20564/13508/319757/214968/20359/20354	TRUE
GO:1901722	regulation of cell proliferation involved in kidney development	16	0.714355643193116	1.86976091804194	0.00375530656505255	0.0208987459002386	0.0149267638436398	862	tags=31%, list=4%, signal=30%	17869/12159/14462/13653/22431	FALSE
GO:0002263	cell activation involved in immune response	311	0.405945309991334	1.27781306797907	0.00375530656505255	0.0208987459002386	0.0149267638436398	5130	tags=33%, list=24%, signal=25%	15284/18089/545645/319146/14462/14461/545649/545652/545648/23882/15227/230126/16453/18159/16153/16848/13388/435791/242517/17131/69068/17242/16160/14190/238875/17863/56708/19401/18124/230738/14824/26903/15964/74732/230396/404549/16854/14063/15972/17173/16362/16190/13813/15969/109934/83430/27278/387510/15900/69583/17874/16364/15967/19229/15965/21926/20351/15970/22256/11541/21929/15974/225642/12053/15968/19215/11486/50723/235587/22724/19354/16163/16193/103743/12520/110279/19219/15977/70450/108655/70045/21803/12652/11628/18129/12921/22040/53314/20104/18754/19885/242519/16415/14159/12775/19419/16950/15368/16852/230405/21898/20442	FALSE
GO:0050867	positive regulation of cell activation	428	0.389120965110756	1.23406633693243	0.00375530656505255	0.0208987459002386	0.0149267638436398	5438	tags=33%, list=25%, signal=26%	15205/15284/14462/14461/14729/14724/13655/16147/12484/14219/230126/16453/12479/66993/20423/22410/18159/16153/22418/12606/13642/21333/20677/12703/16846/21825/81897/12480/207952/667803/12399/16002/15018/12151/17319/21943/78317/53603/54368/14456/17242/16160/13641/20667/12522/110557/384783/17863/56708/19401/15013/16159/74048/18124/14972/12394/17387/14063/74411/19261/16008/14963/328365/16362/72049/16190/12575/13482/14961/18596/13643/17974/16161/83430/15040/234695/257632/18591/69583/17874/21838/14964/21926/13848/235320/11541/11774/11444/12053/11486/22416/50723/22724/15006/12043/18019/13844/21950/14204/16163/16193/19373/20670/12520/20296/12501/320404/20668/12389/17260/230979/74015/20533/21803/57914/58194/12921/329731/12010/16963/22329/319757/11461/16415/12978/12775/15007/19419/14980/16196/102657/16852/16187/21898/22637/72544/192236/238555/239985/230899/83796/11475/80859	FALSE
GO:0060712	spongiotrophoblast layer development	18	0.668477102400454	1.7670010569501	0.00382966666529808	0.0211758039140011	0.0151246503370286	2809	tags=44%, list=13%, signal=39%	11535/12192/22113/16878/12705/16002/17173/11651	FALSE
GO:1902894	negative regulation of miRNA transcription	28	0.622926147090266	1.73233705167881	0.00382966666529808	0.0211758039140011	0.0151246503370286	4314	tags=54%, list=20%, signal=43%	12159/22160/20682/73181/14465/20602/19401/19712/20807/18591/18028/17127/208727/21803/21812	FALSE
GO:0010633	negative regulation of epithelial cell migration	74	0.512360803759122	1.51803707664722	0.00382966666529808	0.0211758039140011	0.0151246503370286	4247	tags=43%, list=20%, signal=35%	16600/11819/13197/107831/54485/66214/21825/20855/18709/74144/223650/238328/69601/56753/18128/18645/11482/105844/11602/19274/21926/15184/11601/73608/381290/12512/328949/19270/17260/12165/21803/11816	FALSE
GO:0060420	regulation of heart growth	88	0.50442728741887	1.50790123905851	0.00382966666529808	0.0211758039140011	0.0151246503370286	4490	tags=39%, list=21%, signal=31%	21385/67603/18121/13614/18091/21380/11554/14463/14465/22431/14632/22402/12444/19735/17684/19736/14609/80857/22062/15214/241593/19094/18128/11739/21388/19130/16526/14180/17260/108655/18712/21812/12391/232334	FALSE
GO:0034728	nucleosome organization	83	0.492361759976562	1.46634401159716	0.00382966666529808	0.0211758039140011	0.0151246503370286	3038	tags=24%, list=14%, signal=21%	319149/56702/319150/260423/50709/80838/20682/50708/66993/319151/97114/239364/319148/72480/107970/15077/14958/104248/14957/171506	FALSE
GO:0071248	cellular response to metal ion	178	0.440077284542844	1.35829290994883	0.00382966666529808	0.0211758039140011	0.0151246503370286	5162	tags=37%, list=24%, signal=28%	17750/15376/17748/21418/20674/15902/73181/20423/14281/16476/12622/12606/11827/17751/228550/20271/16477/18018/54524/319508/11826/16485/98396/17395/11513/14282/55925/12891/234577/18164/17928/11651/227753/102278/22142/20983/53945/12576/15444/18013/18019/20617/15216/238276/54525/67547/320404/105675/17260/12919/16513/12010/20597/59125/11770/80976/20980/58994/16510/11687/15368/13829/53416/18024/19395	FALSE
GO:0035767	endothelial cell chemotaxis	31	0.590124510123919	1.65421515495504	0.00390402681091231	0.0215639087739494	0.0154018511613589	4058	tags=52%, list=19%, signal=42%	13655/15507/20423/20583/21825/14172/22339/80903/16542/14175/18128/15370/20356/18591/269608/64074	FALSE
GO:0030224	monocyte differentiation	29	0.607893373745133	1.6926860886428	0.00397838699935175	0.0218811284964346	0.0156284228373191	5154	tags=55%, list=24%, signal=42%	15404/17869/12159/12192/16476/12977/22339/12981/238377/75766/17260/107771/108655/14159/16187/12571	FALSE
GO:0043537	negative regulation of blood vessel endothelial cell migration	36	0.594480660737438	1.68426974699694	0.00397838699935175	0.0218811284964346	0.0156284228373191	4247	tags=53%, list=20%, signal=42%	16600/13197/54485/66214/21825/18709/74144/238328/18128/11482/105844/11602/21926/15184/11601/381290/17260/21803/11816	FALSE
GO:2000736	regulation of stem cell differentiation	78	0.509784919931228	1.51556485762974	0.00397838699935175	0.0218811284964346	0.0156284228373191	3710	tags=31%, list=17%, signal=26%	15205/17300/18091/12193/20682/20671/21386/18595/15208/16449/15412/21407/106042/74048/22695/170574/56753/18128/19712/77889/21388/19242/666794/269356	FALSE
GO:0009582	detection of abiotic stimulus	136	0.452821753445208	1.38116964272079	0.00397838699935175	0.0218811284964346	0.0156284228373191	7437	tags=53%, list=34%, signal=35%	17869/225004/20674/64378/12767/14685/20357/20315/21333/171209/18211/21393/381359/13864/238384/17035/64379/16485/16528/12297/18053/73750/16535/12310/243923/70335/212541/19712/319734/107751/14360/20356/18216/14812/30044/21926/22157/109689/13603/13009/24013/14610/230085/270190/12391/21906/18766/234839/16398/11539/21898/12057/140476/19662/11941/114230/17391/100503041/19881/57811/101772/333329/114774/14686/16480/20720/108072/328789/16328/50769/353344/20264	FALSE
GO:0014812	muscle cell migration	127	0.467390216298804	1.42150184600513	0.00405274722825956	0.0222427846816369	0.0158867329050559	8280	tags=63%, list=38%, signal=39%	20471/17869/11504/13491/13078/211770/13653/22402/11421/223864/18844/18792/18505/17242/16009/14066/233571/18442/20474/19241/353156/18124/21828/18590/16011/18596/234593/106014/17700/18591/16401/208727/12043/14180/11606/19219/12389/17260/22003/67220/319757/18552/11792/15117/16398/21898/17886/18024/67771/20195/70417/56349/214968/18133/54601/16971/21752/238871/14870/19017/238130/18787/20779/14161/68813/19015/23789/14739/19016/57784/18791/14783/22370/231637/16413/56508/214384/57342/16195/108058	FALSE
GO:0006836	neurotransmitter transport	227	0.411652015847691	1.28137167091716	0.00405274722825956	0.0222427846816369	0.0158867329050559	7430	tags=50%, list=34%, signal=33%	20508/260298/22348/14412/16523/18951/20698/13491/231290/14573/231602/99738/242607/15551/11540/14411/21366/240332/109648/71709/18049/225644/18442/13446/12097/104245/74732/12096/63959/55925/232333/22782/12322/269642/235415/18645/98660/27062/15171/15370/20618/241770/242662/83762/20983/380714/229706/19339/67808/20511/22421/140919/22342/20617/27204/54525/18441/216963/14664/19219/14580/17260/18436/67847/320127/16513/26889/72961/19276/228545/21823/13447/20538/15565/15567/20980/18166/16510/18627/243616/382018/75209/231760/20517/67760/18125/56695/110834/13852/12290/29873/545192/12890/243725/16504/18190/60425/108124/14299/12048/69017/72621/21337/13490/13489/20979/65106/50873/13017/243328/15893/20974/13340	FALSE
GO:0071371	cellular response to gonadotropin stimulus	17	0.648846753623586	1.71266449187391	0.00412710749544871	0.0225789902131956	0.0161268650448723	2691	tags=47%, list=12%, signal=41%	13614/56876/14463/14465/22431/16323/13842/18128	FALSE
GO:0060219	camera-type eye photoreceptor cell differentiation	38	0.581865839354111	1.65566972332445	0.00412710749544871	0.0225789902131956	0.0161268650448723	3639	tags=42%, list=17%, signal=35%	16147/20682/14685/241324/20681/69743/140489/723950/18185/107585/237979/18128/330166/21838/19242/15165	FALSE
GO:0086009	membrane repolarization	47	0.548102057765668	1.5865774730457	0.00412710749544871	0.0225789902131956	0.0161268650448723	5405	tags=60%, list=25%, signal=45%	16523/66240/20271/56543/16511/22388/238384/16509/433809/57442/16485/16493/399548/12297/14609/16535/57814/192775/11928/70729/12389/16518/12391/12373/16521/11932/230899/11931	FALSE
GO:0070302	regulation of stress-activated protein kinase signaling cascade	193	0.434027687644502	1.34217916984912	0.00420146779888697	0.0229615100636846	0.0164000768204022	6492	tags=45%, list=30%, signal=31%	15111/12159/242316/23882/14219/13197/17873/54612/20698/20353/22418/93735/12156/16846/14170/81897/67313/13608/22422/21943/26401/230738/225392/12922/22339/14063/17000/19261/20379/215653/69601/22032/11651/19099/227753/15258/20319/257632/18795/17874/22350/19229/68235/21926/100532/22421/73608/59036/52065/140577/16012/29820/270190/17240/12391/209012/19419/21808/20377/16187/53416/21898/56458/70097/57912/230899/329581/26921/63873/14257/105352/22436/63953/17283/16001/332579/14870/18626/225884/26400/107607/11820/18816/76108/14013/60597	FALSE
GO:0038092	nodal signaling pathway	18	0.665747382344358	1.75978552450032	0.00427582813668344	0.0232206212885014	0.0165851449618371	3684	tags=56%, list=17%, signal=46%	21815/12622/13590/18119/17684/240025/24117/228839/12627/17127	FALSE
GO:0010894	negative regulation of steroid biosynthetic process	24	0.634909333791492	1.73744590917296	0.00427582813668344	0.0232206212885014	0.0165851449618371	4557	tags=58%, list=21%, signal=46%	14581/13115/20583/22417/12156/14170/20613/50781/19712/19130/20655/11928/11816/231070	FALSE
GO:0048643	positive regulation of skeletal muscle tissue development	23	0.636017707621294	1.73057148039118	0.00427582813668344	0.0232206212885014	0.0165851449618371	4795	tags=57%, list=22%, signal=44%	20429/11555/20423/17927/13388/16002/17878/17928/22416/12043/17260/53376/17877	FALSE
GO:0035930	corticosteroid hormone secretion	23	0.635849456945146	1.7301136789523	0.00427582813668344	0.0232206212885014	0.0165851449618371	4470	tags=61%, list=21%, signal=48%	12918/19701/21333/14427/56745/16535/114679/14419/69847/12257/18976/11606/12921/12953	FALSE
GO:0001820	serotonin secretion	17	0.648476461032875	1.71168708547067	0.00427582813668344	0.0232206212885014	0.0165851449618371	2089	tags=41%, list=10%, signal=37%	12918/99296/15550/15551/14131/12922/16854	FALSE
GO:0043949	regulation of cAMP-mediated signaling	47	0.546810238719362	1.5828380763967	0.00427582813668344	0.0232206212885014	0.0165851449618371	4324	tags=45%, list=20%, signal=36%	12918/11516/75141/22226/16336/11517/14748/20287/18389/207728/18167/12922/23796/436090/111174/11541/18976/19219/14683/12652/12921	FALSE
GO:0090049	regulation of cell migration involved in sprouting angiogenesis	39	0.592722296856404	1.69028157295397	0.00435018850707649	0.0235010183715626	0.0167854163590434	3291	tags=38%, list=15%, signal=33%	14461/21907/14234/16600/54485/20620/21825/80837/18709/56233/22339/16542/18128/105844/15184	FALSE
GO:0071425	hematopoietic stem cell proliferation	35	0.565588611476707	1.5972325074363	0.00435018850707649	0.0235010183715626	0.0167854163590434	1072	tags=26%, list=5%, signal=24%	22408/230126/22410/20583/22418/12606/14825/11421/15412	FALSE
GO:0051591	response to cAMP	62	0.536646892454035	1.57351435208976	0.00435018850707649	0.0235010183715626	0.0167854163590434	6331	tags=61%, list=29%, signal=43%	12192/13115/19701/22410/214593/12705/223864/11826/16509/330953/19702/207728/16535/11298/16011/14555/18708/22350/11611/15361/15166/99439/15165/20541/442846/12919/30955/13829/16439/19309/16438/11670/16440/110893/12790/12583/238871/18626	FALSE
GO:0043616	keratinocyte proliferation	63	0.53230753305969	1.56043700810419	0.00435018850707649	0.0235010183715626	0.0167854163590434	6028	tags=52%, list=28%, signal=38%	14313/12192/12578/55948/20583/76905/93735/13642/107586/58208/18018/69462/57277/17242/223650/22695/18426/12575/19206/22337/12554/70045/54139/18129/15117/81896/21816/16681/80859/22601/19272/73916/13345	FALSE
GO:0051954	positive regulation of amine transport	56	0.531325539811357	1.54838547109451	0.00435018850707649	0.0235010183715626	0.0167854163590434	4174	tags=41%, list=19%, signal=33%	20508/11998/18429/27220/20315/20539/11540/18167/76257/22044/12424/232333/18430/269642/18216/14812/54140/20983/11541/11444/18546/11606/18799	FALSE
GO:0043270	positive regulation of monoatomic ion transport	271	0.412643924219343	1.29361269132541	0.00442454890842288	0.0238777848189418	0.0170545188119409	8394	tags=56%, list=39%, signal=35%	12918/12159/12767/13614/18091/15512/11555/11554/16453/22226/11838/16392/13491/14428/20315/11827/66240/11517/14825/227618/16846/20271/207911/13488/223864/20855/16511/15945/16509/433809/57440/57442/16485/233571/399548/12061/12297/16527/16535/22393/12922/20312/16533/13167/16854/80982/76854/16514/56188/12322/18596/229715/23796/15171/11651/217154/118454/20193/18216/18591/68312/18795/12766/21838/14062/14419/69847/12724/15165/12372/93692/13844/20617/240899/16163/238276/12257/75607/18441/20296/54377/12389/18436/14683/245537/15114/12315/16518/69047/12288/16502/15567/18803/11539/58234/26941/53416/16438/11932/18125/230899/11931/56066/242735/14810/12313/73389/20393/12289/15561/12018/57816/71111/11941/19055/18787/241528/16819/83814/237611/21337/70261/68073/108072/215748/12568/80906/381812/140492/109552/238161/20544/193003/76560/12300/67972/22218/56089/15980/14526/107589/12298/24012/70839/116873/83408/13616/235281/214917/13483/333433/20927	FALSE
GO:0090280	positive regulation of calcium ion import	19	0.689036674844286	1.83350796868058	0.004498909339188	0.0242032895771092	0.0172870080090602	2987	tags=47%, list=14%, signal=41%	12918/12767/22226/16392/20315/20855/16854/18596/18591	FALSE
GO:1900120	regulation of receptor binding	23	0.634241624814873	1.72573885039554	0.004498909339188	0.0242032895771092	0.0172870080090602	4551	tags=65%, list=21%, signal=52%	18121/22113/16153/434784/11490/12064/244058/17395/76854/100102/15216/16948/12010/53313/72832	FALSE
GO:0010812	negative regulation of cell-substrate adhesion	60	0.52039722058049	1.52158262186781	0.004498909339188	0.0242032895771092	0.0172870080090602	3464	tags=37%, list=16%, signal=31%	15404/22408/12578/17926/14369/268709/21825/16449/24066/12927/14366/11490/30060/17387/12842/56753/18128/11482/18708/11601/230959/12053	FALSE
GO:0048588	developmental cell growth	283	0.412280635068078	1.29445702204004	0.00457326979793704	0.0245522376483224	0.0175362414069663	5424	tags=35%, list=25%, signal=26%	16870/320563/18997/18096/18998/12767/13615/13614/18187/13796/11554/20682/14463/12904/20353/56320/22418/20357/12032/20315/723950/17751/214230/68404/22402/104382/19735/17131/18844/243743/106042/19736/18049/24136/12064/20350/244058/20347/71436/20562/20361/56177/218877/20450/22339/12891/21960/65079/12561/27279/11858/23945/22415/14025/241593/20807/14042/20356/19280/11739/18032/20358/11549/20983/20351/22416/16401/18208/20360/396184/11606/20564/244667/17755/108655/13508/381350/245537/11816/319757/12391/70433/19411/12978/320027/20980/20869/13175/21844/217340/382018/214968/18080/240058/12808/23999/20359/20354	FALSE
GO:0030072	peptide hormone secretion	314	0.410155387190714	1.29153003214289	0.00457326979793704	0.0245522376483224	0.0175362414069663	8336	tags=56%, list=39%, signal=35%	12918/15376/11516/18096/11551/13614/16324/27220/18609/378435/22226/16392/21419/100039795/14761/20677/16878/20287/16846/15364/381677/30878/11826/21943/14687/224129/13924/14602/20787/19205/277978/17202/22044/384783/56708/14609/12097/16535/12922/14063/22228/76854/16514/14652/69952/13371/16367/235415/238377/19712/68267/545156/18795/12143/66259/11865/110385/15361/14645/21926/18012/380714/19339/12801/109689/208188/18300/15216/18126/54525/223775/16193/11606/11747/67267/75597/19219/14683/21410/12652/12919/12921/19276/18754/93691/74551/276952/12288/13447/381853/59090/319613/58994/18627/20377/21844/75770/19275/17886/16438/217166/52055/57915/56458/320790/14681/18125/18111/20609/214597/280287/18133/26921/380752/63873/16500/17773/18641/11481/14118/18510/58991/16971/19662/12290/12289/16522/13640/14682/545192/18693/71111/19055/99571/16176/16443/101772/67389/21337/21416/14161/13489/78896/14601/19015/50873/26950/109552/14064/12015/106347/19016/269275/14526/215999/18575/20186/15107/21405/11514/11307/78894/12425/28146/72472/56508/14226/74370/110135/15357/54126/56455/13616/54615/15378/17932/12889	FALSE
GO:0072010	glomerular epithelium development	19	0.688449867046417	1.83194648899052	0.00464763028332698	0.024796954143241	0.017711028226507	2987	tags=53%, list=14%, signal=45%	17300/14234/12484/22431/16449/66277/70350/14042/109674/18591	FALSE
GO:0048243	norepinephrine secretion	21	0.634401884917314	1.70462156179704	0.00464763028332698	0.024796954143241	0.017711028226507	4174	tags=57%, list=19%, signal=46%	12918/18429/99296/11540/19224/12922/18430/11541/208188/18441/11606/18799	FALSE
GO:0060977	coronary vasculature morphogenesis	31	0.585685256746728	1.64177120442044	0.00464763028332698	0.024796954143241	0.017711028226507	2847	tags=42%, list=13%, signal=36%	15111/21380/14463/20423/11421/20181/13857/22339/18596/50501/15214/18128/17130	FALSE
GO:0048010	vascular endothelial growth factor receptor signaling pathway	51	0.530071065462564	1.53582954233406	0.00464763028332698	0.024796954143241	0.017711028226507	3996	tags=39%, list=18%, signal=32%	17300/12159/14234/15507/13388/18654/17751/15242/14172/12927/14366/22339/16542/69601/18591/19229/100952/17164/14180/20296	FALSE
GO:0021575	hindbrain morphogenesis	60	0.51940699970309	1.51868732800521	0.00464763028332698	0.024796954143241	0.017711028226507	1790	tags=23%, list=8%, signal=21%	15205/14843/22408/16873/66620/14451/16917/13388/15207/14632/16869/14633/12404/73750	FALSE
GO:0009581	detection of external stimulus	137	0.458454265877332	1.40002222503452	0.00464763028332698	0.024796954143241	0.017711028226507	7437	tags=53%, list=34%, signal=35%	17869/225004/20674/64378/12767/15227/14685/20357/20315/21333/171209/18211/21393/381359/13864/238384/17035/64379/16485/16528/12297/18053/73750/16535/12310/243923/70335/212541/19712/319734/107751/14360/20356/18216/14812/30044/21926/22157/109689/13603/13009/24013/14610/230085/270190/12391/21906/18766/234839/16398/11539/21898/12057/140476/19662/11941/114230/17391/100503041/19881/57811/101772/333329/114774/14686/16480/20720/108072/328789/16328/50769/353344/20264	FALSE
GO:0042659	regulation of cell fate specification	27	0.645035553118432	1.7882053653706	0.0047219907940994	0.0251159386887797	0.0179388604133644	1167	tags=33%, list=5%, signal=32%	14581/20671/14369/16911/22418/17292/22411/18508/13380	FALSE
GO:0060048	cardiac muscle contraction	133	0.465149612463849	1.4164148374702	0.0047219907940994	0.0251159386887797	0.0179388604133644	5405	tags=47%, list=25%, signal=35%	12767/18091/14219/11554/14463/22226/16523/66240/20271/19735/17131/21393/20855/16511/16509/433809/57440/57442/330953/16493/399548/16535/230738/13511/29856/56188/57814/21956/11464/668940/98660/227753/17897/13506/11549/68949/21952/12291/109620/17868/20541/11928/208727/13009/21954/12389/21953/12652/12315/16518/22003/58226/12391/12288/12373/30948/11539/16521/21924/140781/230899/11931	FALSE
GO:0043491	phosphatidylinositol 3-kinase/protein kinase B signal transduction	297	0.408112834140756	1.28321585478739	0.0047219907940994	0.0251159386887797	0.0179388604133644	5075	tags=34%, list=23%, signal=26%	14462/22160/12192/13614/16600/21983/17926/27280/20682/54612/14463/24064/75141/104943/329828/18095/93735/20315/239364/16846/21825/18211/223864/16002/73182/18709/17199/21943/16369/17005/14456/235402/14066/56745/15200/18053/22174/109042/384783/56708/19401/22325/23886/20312/18413/22339/109270/14063/14775/107449/76854/18590/16011/224640/16542/16367/69601/18596/12795/67888/108068/12359/11651/18504/20356/17700/13836/18591/12985/18708/15361/14062/72699/21926/15587/227358/12654/243853/52065/19882/21832/16193/11606/21803/21812/16948/12391/26563/16923/216505/30955/14068/12978/19419/21808/20869/58994/83557/19713/26941/13867	FALSE
GO:0060788	ectodermal placode formation	16	0.705361070658825	1.84621844258261	0.00479635132907389	0.0253290463445475	0.0180910708697287	555	tags=25%, list=3%, signal=24%	20471/21385/20674/21386	FALSE
GO:0071697	ectodermal placode morphogenesis	16	0.705361070658825	1.84621844258261	0.00479635132907389	0.0253290463445475	0.0180910708697287	555	tags=25%, list=3%, signal=24%	20471/21385/20674/21386	FALSE
GO:0007398	ectoderm development	18	0.661370638082148	1.74821637469766	0.00479635132907389	0.0253290463445475	0.0180910708697287	4746	tags=61%, list=22%, signal=48%	15376/20423/14369/58198/16869/22070/230824/23872/18999/13711/13875	FALSE
GO:2001026	regulation of endothelial cell chemotaxis	23	0.631587445507009	1.71851696496846	0.00479635132907389	0.0253290463445475	0.0180910708697287	2987	tags=52%, list=14%, signal=45%	15507/20423/20583/21825/14172/22339/80903/16542/14175/18128/20356/18591	FALSE
GO:0045214	sarcomere organization	50	0.543628774292863	1.57928609543797	0.00479635132907389	0.0253290463445475	0.0180910708697287	5656	tags=60%, list=26%, signal=44%	13614/13008/21393/22437/22388/11465/20474/16691/21956/68760/12632/68794/20807/24131/78321/19130/13007/17868/12372/13009/17260/21957/22003/12391/93677/12373/18810/16669/140781/225288	FALSE
GO:0050873	brown fat cell differentiation	65	0.523951078328444	1.54136891282635	0.00479635132907389	0.0253290463445475	0.0180910708697287	5882	tags=54%, list=27%, signal=39%	20471/14461/11555/11554/76905/12606/16846/19735/94187/13592/13371/70673/384061/20249/16780/22724/11861/210029/329003/442846/20528/20668/12608/18712/14077/26383/11770/71660/53896/63873/68750/16403/14118/12162/63953	FALSE
