gene	source	is_derived	is_external	k119ub_ctrl_signal	k119ub_log2fc	k119ub_decile
Pld2	both	TRUE	TRUE	0.806624	-0.150238	4
Plec	both	TRUE	TRUE	1.717501	-0.075726	8
Plekhg5	both	TRUE	TRUE	1.893549	-0.173985	9
Plg	both	TRUE	TRUE	0.950597	-0.348558	5
Plk1	both	TRUE	TRUE	0.798438	0.136393	4
Plk2	both	TRUE	TRUE	4.515866	0.434261	10
Plk5	both	TRUE	TRUE	1.634313	-0.344583	8
Pllp	both	TRUE	TRUE	1.845046	-0.111715	9
Pln	external	FALSE	TRUE	1.143623	0.160146	6
Plod3	both	TRUE	TRUE	0.659598	-0.214134	3
Plp1	both	TRUE	TRUE	0.867757	-0.586229	5
Plpp3	both	TRUE	TRUE	2.022867	-0.190796	9
Plppr1	both	TRUE	TRUE	1.786388	0.434513	8
Plppr4	both	TRUE	TRUE	1.736624	0.144919	8
Plppr5	both	TRUE	TRUE	0.886387	-0.212579	5
Pls1	both	TRUE	TRUE	0.851129	-0.030828	5
Pls3	both	TRUE	TRUE	0.459564	-0.101502	2
Plxdc1	external	FALSE	TRUE	1.658277	-0.124342	8
Plxna1	both	TRUE	TRUE	3.544439	-0.047014	10
Plxna2	both	TRUE	TRUE	2.224136	0.023352	9
Plxna3	both	TRUE	TRUE	1.211193	-0.001898	7
Plxna4	both	TRUE	TRUE	3.348003	0.20732	10
Plxnb1	both	TRUE	TRUE	1.423899	-0.059297	7
Plxnb2	both	TRUE	TRUE	2.087879	0.096498	9
Plxnb3	both	TRUE	TRUE	1.382471	0.202894	7
Plxnc1	both	TRUE	TRUE	1.717438	0.192548	8
Plxnd1	both	TRUE	TRUE	4.075239	0.541639	10
Pmaip1	both	TRUE	TRUE	3.846694	0.213316	10
Pmch	both	TRUE	TRUE	0.69348	-0.100735	4
Pmp22	both	TRUE	TRUE	2.682102	-0.074174	10
Pnkd	both	TRUE	TRUE	1.617909	0.202365	8
Pnoc	both	TRUE	TRUE	2.109867	0.181541	9
Poc5	external	FALSE	TRUE	0.905273	0.021669	5
Podxl	external	FALSE	TRUE	2.401998	-0.04081	9
Pofut1	both	TRUE	TRUE	0.443793	-0.329751	1
Polb	both	TRUE	TRUE	0.455379	-0.318369	2
Pomgnt1	both	TRUE	TRUE	1.047464	0.180889	6
Pomgnt2	both	TRUE	TRUE	2.035989	0.006069	9
Pomk	both	TRUE	TRUE	0.828744	0.066448	5
Pomt2	both	TRUE	TRUE	0.785649	-0.269853	4
Porcn	both	TRUE	TRUE	0.732075	0.358524	4
Postn	both	TRUE	TRUE	0.873948	-0.44555	5
Pou1f1	both	TRUE	TRUE	1.808939	0.208362	8
Pou3f1	both	TRUE	TRUE	3.769774	-0.4624	10
Pou3f2	both	TRUE	TRUE	7.247358	0.163943	10
Pou3f3	both	TRUE	TRUE	8.202599	0.103405	10
Pou3f4	both	TRUE	TRUE	3.308062	-0.089568	10
Pou4f1	both	TRUE	TRUE	10.209284	-0.093008	10
Pou4f2	both	TRUE	TRUE	8.659185	0.112107	10
Pou4f3	both	TRUE	TRUE	8.352835	0.175544	10
Ppard	both	TRUE	TRUE	1.333102	-0.146535	7
Pparg	both	TRUE	TRUE	1.286876	0.154755	7
Ppargc1a	both	TRUE	TRUE	1.441508	0.4517	8
Ppef1	both	TRUE	TRUE	0.493518	0.310871	2
Ppef2	both	TRUE	TRUE	0.789245	-0.037925	4
Ppfia1	both	TRUE	TRUE	0.599257	-0.189337	3
Ppfia2	both	TRUE	TRUE	0.867934	0.242529	5
Ppfia3	both	TRUE	TRUE	1.000092	-0.188755	6
Ppfia4	both	TRUE	TRUE	1.331229	-0.301752	7
Ppfibp1	both	TRUE	TRUE	1.310103	0.091769	7
Ppfibp2	both	TRUE	TRUE	0.835794	-0.349175	5
Ppia	both	TRUE	TRUE	NA	NA	NA
Ppip5k2	both	TRUE	TRUE	0.75206	0.252183	4
Ppp1cc	both	TRUE	TRUE	1.231707	-0.419592	7
Ppp1r12a	external	FALSE	TRUE	0.715106	-0.071218	4
Ppp1r12b	external	FALSE	TRUE	0.823286	-0.062446	5
Ppp1r12c	external	FALSE	TRUE	0.621523	-0.337021	3
Ppp1r1b	both	TRUE	TRUE	2.007744	0.102967	9
Ppp1r9a	both	TRUE	TRUE	1.458766	0.162939	8
Ppp1r9b	both	TRUE	TRUE	2.197076	-0.205593	9
Ppp2r2b	both	TRUE	TRUE	2.448596	0.246589	9
Ppp2r3a	both	TRUE	TRUE	0.466452	0.140409	2
Ppp2r5b	both	TRUE	TRUE	1.031029	-0.344838	6
Ppp2r5d	both	TRUE	TRUE	0.797424	-0.175449	4
Ppp3ca	both	TRUE	TRUE	1.424352	-0.052535	7
Ppp3cb	both	TRUE	TRUE	0.41485	-0.023702	1
Ppp3cc	both	TRUE	TRUE	0.566382	0.13546	2
Ppp3r1	both	TRUE	TRUE	0.439728	-0.092835	1
Ppt1	both	TRUE	TRUE	0.36369	-0.266924	1
Pqbp1	both	TRUE	TRUE	0.402105	0.046748	1
Prag1	both	TRUE	TRUE	2.136596	0.120442	9
Prcd	derived	TRUE	FALSE	2.014514	0.184991	9
Prdm1	both	TRUE	TRUE	3.029588	0.013715	10
Prdm12	both	TRUE	TRUE	3.599797	-0.462419	10
Prdm13	both	TRUE	TRUE	10.757213	-0.050903	10
Prdm16	both	TRUE	TRUE	2.391917	-0.504674	9
Prdm6	both	TRUE	TRUE	3.696683	0.242594	10
Prdm8	both	TRUE	TRUE	5.536772	0.325948	10
Prdx2	both	TRUE	TRUE	1.157205	0.535402	6
Prdx3	both	TRUE	TRUE	0.639626	0.722487	3
Prepl	both	TRUE	TRUE	0.693658	-0.224289	4
Prex1	both	TRUE	TRUE	2.453039	-0.089065	9
Prex2	both	TRUE	TRUE	0.778589	0.043714	4
Prf1	both	TRUE	TRUE	2.008711	0.310443	9
Prickle1	both	TRUE	TRUE	3.146872	0.07463	10
Prickle2	both	TRUE	TRUE	1.490636	0.160808	8
Prkaa1	both	TRUE	TRUE	0.639235	0.125208	3
Prkaca	both	TRUE	TRUE	0.855049	-0.097352	5
Prkacb	both	TRUE	TRUE	0.897654	0.085865	5
Prkar1b	both	TRUE	TRUE	1.155116	0.064697	6
Prkar2a	both	TRUE	TRUE	0.338258	-0.100518	1
Prkar2b	both	TRUE	TRUE	3.677769	0.094097	10
Prkca	both	TRUE	TRUE	1.195695	-0.184919	7
Prkcb	both	TRUE	TRUE	0.798461	-0.206493	4
Prkce	both	TRUE	TRUE	1.808204	-0.038753	8
Prkcg	both	TRUE	TRUE	0.824216	-0.023077	5
Prkch	both	TRUE	TRUE	1.792591	0.174241	8
Prkci	both	TRUE	TRUE	0.845862	-0.000665	5
Prkcsh	both	TRUE	TRUE	0.816427	-0.137191	4
Prkcz	both	TRUE	TRUE	1.073068	-0.31321	6
Prkd1	both	TRUE	TRUE	0.93324	0.408758	5
Prkdc	both	TRUE	TRUE	0.293377	-0.122428	1
Prkg1	both	TRUE	TRUE	0.503585	-0.20808	2
Prkn	both	TRUE	TRUE	1.32844	0.242473	7
Prl2c2	both	TRUE	TRUE	NA	NA	NA
Prlh	both	TRUE	TRUE	4.370163	-0.243818	10
Prmt1	both	TRUE	TRUE	0.712865	-0.092892	4
Prmt3	both	TRUE	TRUE	0.80737	-0.127982	4
Prmt5	both	TRUE	TRUE	0.879342	0.405056	5
Prmt8	external	FALSE	TRUE	1.630094	0.022442	8
Prnp	both	TRUE	TRUE	0.732961	0.312711	4
Prodh	both	TRUE	TRUE	2.038215	0.130346	9
Prom1	both	TRUE	TRUE	1.192245	0.504608	7
Prop1	both	TRUE	TRUE	1.606001	-0.467518	8
Prox1	both	TRUE	TRUE	2.018387	-9e-06	9
Prox2	external	FALSE	TRUE	1.003574	0.051738	6
Prpf19	both	TRUE	TRUE	0.711749	-0.036965	4
Prph2	both	TRUE	TRUE	0.965277	-0.022104	5
Prps1	both	TRUE	TRUE	0.773303	0.093289	4
Prr7	both	TRUE	TRUE	7.24258	-0.209717	10
Prrt1	both	TRUE	TRUE	1.395889	-0.071918	7
Prrt2	both	TRUE	TRUE	1.389651	-0.411719	7
Prrx1	both	TRUE	TRUE	1.841198	-0.252704	9
Prtg	both	TRUE	TRUE	0.621408	-0.019634	3
Prtn3	both	TRUE	TRUE	2.173699	0.129766	9
Prune1	both	TRUE	TRUE	0.638781	0.335394	3
Prx	both	TRUE	TRUE	0.604384	0.122282	3
Psap	both	TRUE	TRUE	1.344631	-0.216798	7
Psca	external	FALSE	TRUE	2.71723	-0.121705	10
Psd	both	TRUE	TRUE	2.698954	0.127146	10
Psen1	both	TRUE	TRUE	0.460838	-0.226895	2
Psen2	both	TRUE	TRUE	1.242774	0.214562	7
Psmc5	both	TRUE	TRUE	0.411876	-0.135963	1
Psmg1	both	TRUE	TRUE	0.76413	0.261552	4
Pspn	external	FALSE	TRUE	0.680285	0.778069	3
Ptbp1	both	TRUE	TRUE	3.000177	-0.384386	10
Ptch1	both	TRUE	TRUE	2.023385	0.454195	9
Ptchd1	both	TRUE	TRUE	0.702868	-0.119505	4
Pten	both	TRUE	TRUE	0.761464	-0.039435	4
Ptf1a	both	TRUE	TRUE	4.156849	-0.219524	10
Ptger3	both	TRUE	TRUE	0.860938	-0.396267	5
Ptger4	both	TRUE	TRUE	1.877512	-0.052322	9
Ptges	both	TRUE	TRUE	1.932896	-0.248328	9
Ptges3	both	TRUE	TRUE	0.308442	0.067212	1
Ptgs1	both	TRUE	TRUE	3.793265	-0.137682	10
Ptgs2	both	TRUE	TRUE	1.212487	-0.227164	7
Ptk2	both	TRUE	TRUE	1.059213	-0.167112	6
Ptk2b	both	TRUE	TRUE	2.145405	0.099152	9
Ptk6	both	TRUE	TRUE	1.254267	-0.338801	7
Ptk7	both	TRUE	TRUE	0.841302	-0.067785	5
Ptn	both	TRUE	TRUE	2.026025	0.394566	9
Ptpn1	external	FALSE	TRUE	1.491233	-0.060384	8
Ptpn11	both	TRUE	TRUE	0.929191	-0.272315	5
Ptpn13	both	TRUE	TRUE	1.061429	-0.071838	6
Ptpn5	both	TRUE	TRUE	0.935105	0.168896	5
Ptpn9	both	TRUE	TRUE	0.293852	-0.069266	1
Ptpra	both	TRUE	TRUE	0.482715	-0.108321	2
Ptprb	both	TRUE	TRUE	1.648833	0.656756	8
Ptprd	both	TRUE	TRUE	0.795798	0.280552	4
Ptprf	both	TRUE	TRUE	1.636056	-0.27292	8
Ptprg	both	TRUE	TRUE	1.888057	0.190886	9
Ptprh	external	FALSE	TRUE	0.339921	-0.0066	1
Ptprj	both	TRUE	TRUE	1.356452	0.325947	7
Ptprk	both	TRUE	TRUE	1.559212	0.911623	8
Ptprm	both	TRUE	TRUE	2.126912	0.217827	9
Ptprn2	both	TRUE	TRUE	1.817206	0.164581	8
Ptpro	both	TRUE	TRUE	1.39185	0.049146	7
Ptprq	both	TRUE	TRUE	0.712696	-0.255234	4
Ptprs	both	TRUE	TRUE	2.232735	-0.392706	9
Ptprt	both	TRUE	TRUE	1.326457	0.187502	7
Ptpru	external	FALSE	TRUE	1.70597	-0.27574	8
Ptprv	external	FALSE	TRUE	3.135063	-0.072728	10
Ptprz1	both	TRUE	TRUE	0.85419	-0.092385	5
Pum2	both	TRUE	TRUE	0.45942	-0.111029	2
Pura	both	TRUE	TRUE	1.305317	-0.160047	7
Pvalb	both	TRUE	TRUE	3.636628	-0.106355	10
Pxk	both	TRUE	TRUE	0.992224	0.074789	6
Pycard	both	TRUE	TRUE	0.703218	-0.698991	4
Pycr1	both	TRUE	TRUE	1.561428	-0.036223	8
Pygo2	both	TRUE	TRUE	1.183318	0.178014	7
Qars1	both	TRUE	TRUE	0.720147	0.309223	4
Qki	both	TRUE	TRUE	0.57217	0.089637	2
Rab10	both	TRUE	TRUE	0.354728	-0.089421	1
Rab11a	both	TRUE	TRUE	0.327503	-0.245066	1
Rab11fip5	external	FALSE	TRUE	1.654376	0.145221	8
Rab13	both	TRUE	TRUE	0.740511	0.428719	4
Rab17	both	TRUE	TRUE	2.514581	-0.578979	9
Rab18	external	FALSE	TRUE	0.649625	0.134525	3
Rab21	both	TRUE	TRUE	0.810093	-0.161572	4
Rab23	both	TRUE	TRUE	0.854369	0.111107	5
Rab26	both	TRUE	TRUE	2.387593	0.082866	9
Rab27b	both	TRUE	TRUE	0.974613	0.014256	5
Rab29	both	TRUE	TRUE	1.404113	0.478778	7
Rab35	both	TRUE	TRUE	0.731122	-0.342383	4
Rab39b	both	TRUE	TRUE	0.648261	-0.15856	3
Rab3a	both	TRUE	TRUE	2.094162	-0.23029	9
Rab3b	both	TRUE	TRUE	0.933841	-0.012847	5
Rab3gap1	both	TRUE	TRUE	0.386009	-0.079046	1
Rab3gap2	external	FALSE	TRUE	0.751832	-0.172791	4
Rab4a	external	FALSE	TRUE	1.045254	-0.026142	6
Rab5a	both	TRUE	TRUE	0.305451	-0.13016	1
Rab7	external	FALSE	TRUE	0.483951	-0.177853	2
Rab8a	both	TRUE	TRUE	0.713258	-0.001745	4
Rabep1	external	FALSE	TRUE	NA	NA	NA
Rabgef1	both	TRUE	TRUE	NA	NA	NA
Rabl2	both	TRUE	TRUE	1.032236	-0.070154	6
Rac1	both	TRUE	TRUE	0.553084	-0.380375	2
Rac3	both	TRUE	TRUE	2.875875	-0.156933	10
Racgap1	both	TRUE	TRUE	0.840643	0.410326	5
Rad21	both	TRUE	TRUE	0.64362	-0.108501	3
Rad21l	both	TRUE	TRUE	0.81294	0.141663	4
Raf1	both	TRUE	TRUE	0.476292	-0.181935	2
Rag1	both	TRUE	TRUE	1.926325	1.18865	9
Rala	both	TRUE	TRUE	0.464388	-0.010267	2
Ranbp1	both	TRUE	TRUE	0.709752	0.22851	4
Rangap1	external	FALSE	TRUE	0.513108	-0.11089	2
Rap1a	both	TRUE	TRUE	0.590246	0.054052	3
Rap1b	both	TRUE	TRUE	0.728039	-0.029811	4
Rap1gap	both	TRUE	TRUE	1.945294	-0.280014	9
Rap1gap2	both	TRUE	TRUE	1.130716	-0.14295	6
Rap2a	both	TRUE	TRUE	1.438312	0.298184	8
Rapgef1	both	TRUE	TRUE	1.376445	-0.300764	7
Rapgef2	both	TRUE	TRUE	1.167497	0.046963	7
Rapgef3	both	TRUE	TRUE	3.571559	0.127081	10
Rapgef4	both	TRUE	TRUE	1.229721	-0.08066	7
Raph1	both	TRUE	TRUE	0.93737	0.127707	5
Rapsn	both	TRUE	TRUE	0.820341	0.080511	4
Rara	both	TRUE	TRUE	2.789884	0.182164	10
Rarb	both	TRUE	TRUE	1.791523	0.262956	8
Rarg	both	TRUE	TRUE	1.767498	0.24847	8
Rasal1	both	TRUE	TRUE	1.335622	-0.018738	7
Rasd2	both	TRUE	TRUE	5.510233	0.447064	10
Rasgrf1	both	TRUE	TRUE	1.420464	-0.105234	7
Rasgrf2	both	TRUE	TRUE	0.673803	-0.14538	3
Rassf10	both	TRUE	TRUE	6.348905	-0.338852	10
Rax	both	TRUE	TRUE	6.060634	-0.031175	10
Rb1	both	TRUE	TRUE	0.557031	0.090908	2
Rbbp4	both	TRUE	TRUE	NA	NA	NA
Rbbp7	both	TRUE	TRUE	0.604254	-0.011911	3
Rbfox1	both	TRUE	TRUE	0.872208	-0.076963	5
Rbfox2	both	TRUE	TRUE	0.811809	-0.080435	4
Rbfox3	both	TRUE	TRUE	1.609842	-0.479836	8
Rbm45	both	TRUE	TRUE	0.81325	0.045305	4
Rbmx	both	TRUE	TRUE	0.706792	-0.102425	4
Rbp4	both	TRUE	TRUE	1.533754	-0.00473	8
Rbpj	both	TRUE	TRUE	1.500165	0.312552	8
Rcan1	both	TRUE	TRUE	2.167671	0.220389	9
Rcan2	both	TRUE	TRUE	1.027578	0.237813	6
Rcsd1	both	TRUE	TRUE	2.86304	0.305748	10
Rcvrn	both	TRUE	TRUE	0.94022	-0.516876	5
Rd3	both	TRUE	TRUE	1.780558	0.283608	8
Rdh10	both	TRUE	TRUE	2.151452	0.236607	9
Rdh11	both	TRUE	TRUE	0.664022	0.573875	3
Rdh12	both	TRUE	TRUE	0.789803	0.305485	4
Rdh13	both	TRUE	TRUE	0.333377	-0.149532	1
Rdh5	both	TRUE	TRUE	2.604902	0.941911	10
Rdh8	both	TRUE	TRUE	0.732902	-0.477115	4
Rdx	both	TRUE	TRUE	0.762288	-0.155811	4
Rec8	both	TRUE	TRUE	1.19868	0.102308	7
Reck	both	TRUE	TRUE	0.826482	-0.084014	5
Reep2	both	TRUE	TRUE	1.692234	0.13498	8
Reep6	both	TRUE	TRUE	2.53096	0.472671	9
Reg1	both	TRUE	TRUE	0.956711	-0.688675	5
Reg2	both	TRUE	TRUE	NA	NA	NA
Rela	both	TRUE	TRUE	0.630784	-0.413018	3
Relb	both	TRUE	TRUE	0.671172	0.084439	3
Reln	both	TRUE	TRUE	1.112625	0.17757	6
Rem1	both	TRUE	TRUE	1.962245	-0.394504	9
Reno1	both	TRUE	TRUE	2.79882	0.179178	10
Rer1	both	TRUE	TRUE	0.736503	-0.412994	4
Rere	both	TRUE	TRUE	0.777171	-0.091434	4
Rest	both	TRUE	TRUE	2.321823	0.351943	9
Ret	both	TRUE	TRUE	1.692805	-0.116657	8
Retn	both	TRUE	TRUE	0.641346	-0.594048	3
Retnlg	both	TRUE	TRUE	0.604686	-0.197307	3
Retreg1	both	TRUE	TRUE	1.631982	0.215375	8
Retreg3	both	TRUE	TRUE	0.402882	-0.300972	1
Rfng	both	TRUE	TRUE	1.1049	-0.472731	6
Rfx4	both	TRUE	TRUE	1.393623	0.240909	7
Rfx6	external	FALSE	TRUE	0.944872	-0.350146	5
Rfx8	derived	TRUE	FALSE	1.556862	0.048947	8
Rgma	both	TRUE	TRUE	2.825859	0.275432	10
Rgr	both	TRUE	TRUE	1.394146	-0.012891	7
Rgs10	both	TRUE	TRUE	0.899372	-0.326325	5
Rgs14	both	TRUE	TRUE	2.072084	-0.335585	9
Rgs2	both	TRUE	TRUE	3.615153	0.523427	10
Rgs21	both	TRUE	TRUE	0.623613	-0.343289	3
Rgs4	both	TRUE	TRUE	3.091334	0.308642	10
Rgs6	both	TRUE	TRUE	1.343551	0.143314	7
Rgs7	both	TRUE	TRUE	1.243919	0.218408	7
Rgs7bp	both	TRUE	TRUE	2.369365	0.475101	9
Rgs8	both	TRUE	TRUE	2.646073	0.094207	10
Rgs9	both	TRUE	TRUE	1.164854	-0.075205	6
Rgs9bp	both	TRUE	TRUE	2.687423	0.022774	10
Rheb	both	TRUE	TRUE	0.716059	-0.056317	4
Rho	both	TRUE	TRUE	2.322438	0.236037	9
Rhoa	both	TRUE	TRUE	0.29819	-0.150201	1
Rhob	both	TRUE	TRUE	4.302841	-0.048906	10
Rhog	external	FALSE	TRUE	1.060649	0.224654	6
Rhot1	both	TRUE	TRUE	NA	NA	NA
Ric3	both	TRUE	TRUE	0.666649	0.465514	3
Ric8a	both	TRUE	TRUE	0.884701	0.213314	5
Ric8b	external	FALSE	TRUE	0.938122	-0.007712	5
Rigi	both	TRUE	TRUE	1.012385	0.095146	6
Rimbp2	both	TRUE	TRUE	1.647664	-0.476691	8
Rims1	both	TRUE	TRUE	0.704629	0.117656	4
Rims2	both	TRUE	TRUE	0.657977	0.347742	3
Rims3	both	TRUE	TRUE	2.142775	0.486435	9
Rims4	both	TRUE	TRUE	2.149877	-0.110975	9
Rin1	both	TRUE	TRUE	2.751225	0.099389	10
Ripk1	both	TRUE	TRUE	1.253392	0.340849	7
Ripor2	both	TRUE	TRUE	1.04365	0.014631	6
Rit2	both	TRUE	TRUE	1.835035	0.454029	9
Rita1	both	TRUE	TRUE	1.158182	0.029242	6
Rlbp1	both	TRUE	TRUE	0.835923	-0.204116	5
Rnd1	both	TRUE	TRUE	1.379262	0.23469	7
Rnd2	both	TRUE	TRUE	2.464059	0.01933	9
Rnf10	both	TRUE	TRUE	NA	NA	NA
Rnf112	both	TRUE	TRUE	2.927921	-0.307146	10
Rnf157	both	TRUE	TRUE	1.665422	-0.506439	8
Rnf167	both	TRUE	TRUE	0.696164	-0.157639	4
Rnf170	external	FALSE	TRUE	0.514072	0.157344	2
Rnf19a	both	TRUE	TRUE	0.650548	0.172626	3
Rnf216	both	TRUE	TRUE	0.479337	-0.375547	2
Rnf220	both	TRUE	TRUE	1.550709	-0.23779	8
Rnf6	both	TRUE	TRUE	0.451376	0.137909	1
Rnf7	both	TRUE	TRUE	0.387469	-0.132098	1
Rnu12	both	TRUE	TRUE	NA	NA	NA
Robo1	both	TRUE	TRUE	1.362728	-0.024328	7
Robo2	both	TRUE	TRUE	1.202208	0.069686	7
Robo3	both	TRUE	TRUE	4.374091	0.369976	10
Rock1	both	TRUE	TRUE	0.40055	-0.078105	1
Rock2	both	TRUE	TRUE	0.422629	0.012315	1
Rogdi	both	TRUE	TRUE	1.540669	-0.11432	8
Rom1	both	TRUE	TRUE	1.422129	0.393729	7
Ror1	both	TRUE	TRUE	1.80455	0.450313	8
Ror2	both	TRUE	TRUE	0.93866	-0.264885	5
Rora	both	TRUE	TRUE	1.076866	-0.034406	6
Rorb	both	TRUE	TRUE	0.807203	-0.09208	4
Rp1	both	TRUE	TRUE	NA	NA	NA
Rp1l1	both	TRUE	TRUE	1.956136	-0.040428	9
Rp9	both	TRUE	TRUE	0.652249	0.380828	3
Rpe65	both	TRUE	TRUE	0.371672	-0.339486	1
Rpgr	both	TRUE	TRUE	0.468105	0.045324	2
Rpgrip1	both	TRUE	TRUE	0.630678	0.209881	3
Rpgrip1l	both	TRUE	TRUE	0.677309	-0.140029	3
Rph3a	both	TRUE	TRUE	1.091524	-0.231087	6
Rph3al	both	TRUE	TRUE	2.101753	0.153253	9
Rpl10	both	TRUE	TRUE	0.547076	0.253557	2
Rpl10a	both	TRUE	TRUE	1.489654	-0.007623	8
Rpl12	both	TRUE	TRUE	1.472659	0.367876	8
Rpl13	both	TRUE	TRUE	1.087206	-0.065805	6
Rpl13a	both	TRUE	TRUE	0.660481	0.293528	3
Rpl14	both	TRUE	TRUE	0.943969	0.318291	5
Rpl15	both	TRUE	TRUE	2.788584	0.267127	10
Rpl17	both	TRUE	TRUE	0.897709	0.562586	5
Rpl22	both	TRUE	TRUE	1.214288	-0.082429	7
Rpl23	both	TRUE	TRUE	0.435338	-0.042222	1
Rpl23a	both	TRUE	TRUE	1.185269	0.040019	7
Rpl24	both	TRUE	TRUE	0.667188	0.367709	3
Rpl26	both	TRUE	TRUE	0.697261	-0.016454	4
Rpl27	both	TRUE	TRUE	0.732077	-0.151621	4
Rpl27a	both	TRUE	TRUE	1.005307	-0.002921	6
Rpl28	both	TRUE	TRUE	0.879529	-0.017519	5
Rpl29	both	TRUE	TRUE	1.431199	0.278699	7
Rpl32	both	TRUE	TRUE	1.169224	-0.28506	7
Rpl34	both	TRUE	TRUE	1.262985	0.295142	7
Rpl35	both	TRUE	TRUE	1.685422	0.408578	8
Rpl35a	both	TRUE	TRUE	0.703009	0.425382	4
Rpl36	both	TRUE	TRUE	1.10311	0.391114	6
Rpl36a	both	TRUE	TRUE	1.003834	0.170342	6
Rpl37	both	TRUE	TRUE	1.344571	0.553949	7
Rpl37a	both	TRUE	TRUE	1.614663	0.016936	8
Rpl38	both	TRUE	TRUE	0.755647	0.486651	4
Rpl4	both	TRUE	TRUE	0.527895	-0.25236	2
Rpl5	both	TRUE	TRUE	0.572369	-0.254635	2
Rpl6	both	TRUE	TRUE	0.805705	-0.389331	4
Rpl7	both	TRUE	TRUE	1.3216	0.367021	7
Rpl7a	both	TRUE	TRUE	0.815013	-0.166479	4
Rpl8	both	TRUE	TRUE	1.304146	0.121732	7
Rpl9	both	TRUE	TRUE	1.074192	0.085312	6
Rplp2	both	TRUE	TRUE	0.526695	0.250245	2
Rps10	both	TRUE	TRUE	0.78896	-0.141753	4
Rps11	both	TRUE	TRUE	0.865717	0.147906	5
Rps12	both	TRUE	TRUE	1.166561	1.20929	6
Rps14	both	TRUE	TRUE	1.42633	0.455838	7
Rps15a	both	TRUE	TRUE	0.44069	-0.068911	1
Rps16	both	TRUE	TRUE	0.524988	0.751026	2
Rps24	both	TRUE	TRUE	0.988919	0.53482	6
Rps26	both	TRUE	TRUE	0.80341	-0.232273	4
Rps27	both	TRUE	TRUE	1.074754	-0.131975	6
Rps27a	both	TRUE	TRUE	1.016482	0.421361	6
Rps28	both	TRUE	TRUE	0.499758	-0.029484	2
Rps5	both	TRUE	TRUE	0.566597	0.392898	2
Rps6ka2	both	TRUE	TRUE	1.603292	-0.162024	8
Rps6ka5	both	TRUE	TRUE	0.697868	0.294533	4
Rps6kb1	both	TRUE	TRUE	0.300958	-0.214006	1
Rps7	both	TRUE	TRUE	0.876756	0.301255	5
Rras	both	TRUE	TRUE	1.126291	0.432025	6
Rras2	both	TRUE	TRUE	0.934348	0.038749	5
Rrh	both	TRUE	TRUE	0.645656	-0.20283	3
Rrm1	external	FALSE	TRUE	0.397836	-0.125571	1
Rrn3	both	TRUE	TRUE	0.357474	-0.157345	1
Rs1	both	TRUE	TRUE	0.712933	-0.073971	4
Rsph1	both	TRUE	TRUE	1.1594	-0.149522	6
Rsph4a	both	TRUE	TRUE	0.671501	-0.103416	3
Rsph6a	both	TRUE	TRUE	0.634862	-0.191936	3
Rsph9	both	TRUE	TRUE	0.849656	-0.212228	5
Rspo2	both	TRUE	TRUE	0.991708	-0.021499	6
Rtca	both	TRUE	TRUE	0.568789	0.208885	2
Rtl4	both	TRUE	TRUE	NA	NA	NA
Rtn1	both	TRUE	TRUE	1.475428	0.381698	8
Rtn2	external	FALSE	TRUE	0.611278	0.389067	3
Rtn3	both	TRUE	TRUE	0.354578	-0.319571	1
Rtn4	both	TRUE	TRUE	0.729804	0.06349	4
Rtn4ip1	both	TRUE	TRUE	1.026578	0.024166	6
Rtn4r	both	TRUE	TRUE	2.557877	-0.1313	9
Rtn4rl1	both	TRUE	TRUE	1.314978	0.034709	7
Rtn4rl2	both	TRUE	TRUE	3.784556	0.117324	10
Rtp1	both	TRUE	TRUE	5.416398	0.082483	10
Rtp2	both	TRUE	TRUE	1.699173	-0.250716	8
Rtp3	both	TRUE	TRUE	0.631739	0.096314	3
Rtp4	both	TRUE	TRUE	0.983912	0.060403	6
Rubie	both	TRUE	TRUE	1.042586	-0.253305	6
Rufy3	both	TRUE	TRUE	0.577735	0.290728	3
Runx1	both	TRUE	TRUE	2.675439	-0.142178	10
Runx1t1	external	FALSE	TRUE	2.773045	0.885309	10
Runx2	both	TRUE	TRUE	1.411179	0.097442	7
Runx3	both	TRUE	TRUE	3.60248	-0.500166	10
Rxra	both	TRUE	TRUE	3.48793	-0.136427	10
Rxrb	both	TRUE	TRUE	0.854361	0.094774	5
Rxrg	both	TRUE	TRUE	2.047749	-0.076229	9
Ryk	both	TRUE	TRUE	0.726692	-0.204874	4
S100a10	both	TRUE	TRUE	2.172995	0.480461	9
S100a8	both	TRUE	TRUE	1.252772	-0.325323	7
S100a9	both	TRUE	TRUE	0.893759	-0.61527	5
S100b	both	TRUE	TRUE	1.048137	-0.342467	6
S1pr1	both	TRUE	TRUE	6.288147	0.145018	10
S1pr2	both	TRUE	TRUE	1.323274	-0.019821	7
S1pr5	external	FALSE	TRUE	2.446585	0.189557	9
Sacm1l	both	TRUE	TRUE	0.387892	-0.070307	1
Sall1	both	TRUE	TRUE	4.553761	-0.374189	10
Sall2	both	TRUE	TRUE	1.738763	0.272814	8
Sall3	both	TRUE	TRUE	5.952589	-0.299232	10
Sall4	both	TRUE	TRUE	3.089921	-0.23055	10
Samd11	external	FALSE	TRUE	2.115545	-0.10212	9
Samd14	both	TRUE	TRUE	1.698317	-0.329604	8
Samd4b	both	TRUE	TRUE	0.945736	-0.029114	5
Samd7	external	FALSE	TRUE	0.923054	-0.310295	5
