task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
590	8d/a28a55	52138060	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:12:23.398	7m 15s	6m 12s	944.6%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
587	53/c060b6	52138063	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:12:24.001	7m 14s	6m 19s	929.3%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
602	09/feebd1	52137916	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:03:09.035	5m 14s	4m 25s	1323.1%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
594	91/5a8dbc	52138103	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:16:53.595	6m 15s	5m 42s	1256.6%	20.2 GB	79.8 GB	19.3 GB	7.8 GB
568	be/8c033e	52138881	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 08:00:31.029	5m 15s	4m 41s	1305.3%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
599	9b/2b4c41	52138080	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:14:38.341	6m 15s	5m 37s	1297.9%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
598	37/bf68bd	52137918	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:03:09.307	5m 44s	4m 49s	1210.7%	20.3 GB	79.8 GB	19.3 GB	7.8 GB
612	a0/2abee9	52137851	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 06:55:53.293	5m 45s	4m 47s	1285.5%	20.2 GB	79.8 GB	19.3 GB	7.8 GB
619	6a/1188b8	52138908	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 08:03:46.159	7m 15s	6m 33s	904.2%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
627	46/d016e2	52138387	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:31:46.064	5m	4m 24s	1329.5%	20.1 GB	79.7 GB	19.3 GB	7.8 GB
611	d1/721499	52137992	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:10:08.334	7m 45s	6m 34s	891.5%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
629	e3/56e8c0	52138770	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:50:31.356	6m	5m 33s	1223.2%	20.3 GB	79.8 GB	19.3 GB	7.8 GB
592	54/7341c3	52138062	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:12:23.819	7m 44s	6m 44s	895.1%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
593	b7/7d4bcf	52138065	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:12:24.506	8m 14s	7m 17s	927.8%	20.3 GB	79.8 GB	19.3 GB	7.8 GB
623	5a/60054f	52138324	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:25:38.444	5m 22s	4m 43s	1307.2%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
591	c7/e1d6a3	52138064	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:12:24.182	8m 44s	7m 50s	1007.9%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
628	5a/6fd88e	52138769	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:50:31.159	8m	7m 30s	962.0%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
621	d6/6e7f68	52138907	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 08:03:46.028	7m 45s	6m 58s	891.9%	20.3 GB	79.8 GB	19.3 GB	7.8 GB
536	d3/60f91c	52138283	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-16 07:21:08.987	4m 44s	4m 25s	1258.9%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
648	c6/0307b0	52138784	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:52:16.134	6m 15s	5m 25s	1280.8%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
639	00/e8d67a	52138723	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:48:46.237	6m	5m 39s	1220.3%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
638	84/41fc1f	52138414	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:33:46.445	7m 29s	6m 34s	936.9%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
636	36/ed8179	52138722	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:48:46.098	5m	4m 42s	1307.3%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
635	e0/fed625	52137974	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:07:53.330	5m 15s	4m 54s	1279.4%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
652	5a/8e6768	52138967	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 08:08:31.206	5m 40s	4m 45s	1273.8%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
645	9a/3584e1	52138122	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:19:08.421	7m 30s	7m 11s	1277.1%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
651	84/da01ee	52138966	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 08:08:31.092	5m 25s	4m 32s	1310.4%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
637	02/204530	52138413	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:33:46.231	7m	5m 51s	1259.7%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
653	b1/2edc4d	52138981	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 08:10:01.436	5m 55s	5m 29s	1280.5%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
660	1e/f70208	52138956	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 08:07:01.106	6m 55s	6m 42s	1294.5%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
663	05/1744b9	52138702	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:47:01.194	5m 30s	5m 12s	1288.8%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
666	8f/86258d	52138866	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:59:01.463	4m 59s	4m 42s	1303.3%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
650	60/35a08d	52138980	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 08:10:01.195	4m 55s	4m 39s	1295.1%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
654	81/5ad498	52138983	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 08:10:02.174	5m 9s	4m 44s	1225.6%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
664	c6/79e158	52138865	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:59:01.275	5m	4m 48s	1308.4%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
640	08/945222	52138724	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:48:46.350	5m	4m 41s	1299.8%	20.1 GB	79.7 GB	19.3 GB	7.8 GB
662	8e/2e410b	52138864	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:59:01.108	7m 30s	7m 19s	1234.1%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
649	c8/ee06d7	52138785	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:52:16.408	5m 45s	5m 1s	1280.7%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
672	20/129dd8	52138995	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 08:11:31.153	5m 40s	4m 43s	1287.8%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
693	cd/1ca770	52138579	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:41:31.130	7m 30s	7m 4s	923.2%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
673	af/7751c8	52138996	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 08:11:31.422	5m 25s	4m 32s	1317.6%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
688	46/37fe18	52137894	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:00:53.836	7m 14s	6m 57s	942.3%	20.2 GB	79.8 GB	19.3 GB	7.8 GB
691	09/36d8c6	52137949	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:05:38.725	5m 29s	4m 57s	1310.6%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
684	2f/e99a27	52137890	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:00:53.346	5m 15s	4m 53s	1271.9%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
667	02/9ce2c8	52138867	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:59:01.619	4m 59s	4m 47s	1301.1%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
685	15/790fcd	52137891	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:00:53.466	6m 15s	5m 53s	1275.2%	20.4 GB	79.7 GB	19.3 GB	7.8 GB
686	d3/099788	52137892	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:00:53.584	7m 15s	7m 2s	969.4%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
692	d2/444acc	52137950	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:05:39.118	6m 59s	6m 30s	952.2%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
687	ea/2a1ca8	52137893	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:00:53.702	5m 45s	5m 35s	1297.2%	20.4 GB	79.7 GB	19.3 GB	7.8 GB
665	c6/9742b3	52138428	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:35:46.064	5m 15s	4m 40s	1316.9%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
694	9d/226ada	52138580	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:41:31.652	6m 59s	6m 36s	1301.8%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
690	f3/9ba278	52137896	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:00:54.082	4m 44s	4m 36s	1326.7%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
704	68/0a1b14	52138894	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 08:02:16.365	8m 30s	7m 35s	860.1%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
689	47/b8fe2e	52137895	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:00:53.957	4m 44s	4m 31s	1316.0%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
700	fb/b19a1f	52138944	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 08:05:31.145	5m 30s	4m 49s	1299.3%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
705	b2/8a867c	52138895	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 08:02:16.646	5m 29s	4m 37s	1308.3%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
683	25/56a013	52137948	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:05:38.549	6m 45s	6m 23s	940.4%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
708	01/805b65	52138982	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 08:10:01.617	4m 54s	4m 36s	1317.9%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
718	a5/702361	52138373	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:29:53.534	8m 7s	7m 23s	926.4%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
724	70/344874	52138827	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:55:46.100	6m	5m 34s	1254.7%	20.4 GB	79.7 GB	19.3 GB	7.8 GB
715	e7/c9a85f	52139015	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 08:13:01.322	5m 40s	4m 59s	1284.5%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
717	75/319498	52138372	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:29:53.366	5m 8s	4m 28s	1318.7%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
722	cf/fa40e1	52138452	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:37:46.110	5m 30s	4m 55s	1269.3%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
747	a3/bc1434	52138341	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:27:53.377	10m 38s	10m 18s	672.5%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
682	15/d07d04	52137947	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:05:38.398	5m	4m 32s	1319.6%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
756	01/ba7f2a	52138066	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:12:38.377	5m 15s	4m 32s	1324.1%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
749	d1/f2dae0	52138343	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:27:53.923	5m 7s	4m 42s	1265.4%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
723	ab/c1a5c3	52138453	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:37:46.266	5m 15s	4m 40s	1288.8%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
713	b5/dbf714	52139014	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 08:13:01.145	6m 55s	6m 23s	1263.1%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
758	46/0e91b9	52138068	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:12:38.686	7m 45s	7m 3s	964.6%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
750	6c/80f532	52138344	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:27:54.016	5m 7s	4m 41s	1240.1%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
755	a7/584b3e	52137919	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:03:23.369	6m	5m 15s	1285.9%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
765	97/47a62f	52138104	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:17:08.428	4m 45s	4m 27s	1324.4%	20.1 GB	79.7 GB	19.3 GB	7.8 GB
772	83/2fb198	52138082	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:14:53.481	5m 45s	5m 15s	1280.7%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
783	8e/0fa880	52138622	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:43:31.318	5m	4m 40s	1269.4%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
770	67/b80b61	52138081	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:14:53.364	7m 30s	7m 8s	822.0%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
751	ea/bd3a75	52138345	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:27:54.131	5m 22s	5m 1s	1208.0%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
774	4c/7725be	52137995	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:10:23.861	5m 44s	4m 55s	1306.2%	20.3 GB	79.8 GB	19.3 GB	7.8 GB
703	d6/b724c0	52138893	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 08:02:16.122	5m 45s	4m 50s	1288.0%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
748	8a/64b547	52138342	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:27:53.766	5m 7s	4m 50s	1274.2%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
773	45/0b3090	52137996	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:10:24.003	5m 29s	4m 33s	1296.2%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
794	45/d14d8b	52138538	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:39:46.726	5m 59s	5m 24s	1285.2%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
775	93/eab6d0	52137994	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:10:23.629	7m 45s	7m 1s	1001.3%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
793	4d/27c585	52138537	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:39:46.510	8m 29s	7m 50s	976.5%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
771	9d/a9acba	52137993	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:10:23.413	6m 15s	5m 24s	1298.2%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
800	22/a55b0d	52137980	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:08:08.575	5m 30s	4m 31s	1309.3%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
798	16/e37cef	52137978	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:08:08.323	7m 30s	6m 20s	1229.0%	20.4 GB	79.7 GB	19.3 GB	7.8 GB
799	09/65611a	52137979	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:08:08.459	6m 45s	5m 39s	1284.9%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
782	59/af19df	52138621	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:43:31.134	5m 30s	5m 3s	1284.1%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
792	a5/58fdfd	52138536	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:39:46.143	5m 45s	5m 15s	1309.9%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
803	ab/295ea5	52138327	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:25:53.457	4m 52s	4m 36s	1238.7%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
802	74/db3c1e	52138326	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:25:53.363	7m 38s	7m 14s	954.6%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
814	ab/674841	52138388	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:32:01.114	7m 15s	6m 53s	966.2%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
825	05/e613ab	52138415	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:34:01.098	7m	6m 18s	951.8%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
804	45/3637a4	52138839	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:57:31.077	5m 15s	4m 39s	1287.7%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
844	6b/adbff8	52138730	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:49:01.469	5m 59s	5m 40s	1275.0%	20.2 GB	79.8 GB	19.3 GB	7.8 GB
821	1a/ed9227	52138163	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:19:23.441	5m 30s	4m 24s	1324.0%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
843	99/c3ef6a	52138729	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:49:01.220	5m 45s	5m 28s	1242.9%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
845	57/22b374	52138731	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:49:01.908	5m 29s	5m 16s	1278.7%	20.5 GB	79.7 GB	19.3 GB	7.8 GB
837	21/77b9af	52137899	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:01:08.578	5m 30s	4m 33s	1309.3%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
838	3f/d2746d	52137900	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:01:08.694	5m 30s	4m 34s	1317.9%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
835	5a/b74be7	52137897	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:01:08.351	5m 45s	4m 52s	1292.4%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
839	81/06455c	52137901	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:01:08.792	5m 29s	4m 35s	1320.8%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
864	36/87a7ed	52138790	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:52:31.786	5m 44s	5m 7s	1312.8%	20.5 GB	79.7 GB	19.3 GB	7.8 GB
850	9a/b697a1	52138910	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 08:04:01.130	5m	4m 32s	1317.0%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
858	a6/8a35f8	52138312	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:23:53.491	6m 37s	5m 36s	1278.2%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
857	5d/339496	52138788	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:52:31.420	5m 45s	5m 13s	1271.2%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
852	4a/6d472f	52138914	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 08:04:02.366	5m 14s	4m 51s	1288.8%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
855	a6/540e49	52138786	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:52:31.095	6m 30s	5m 50s	1286.2%	20.8 GB	80.5 GB	19.3 GB	7.8 GB
851	4b/bb478d	52138912	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 08:04:01.523	5m 14s	4m 52s	1300.8%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
