task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1501	b9/89af5b	52138409	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	CACHED	0	2026-07-16 07:33:16.669	4m 44s	4m 20s	1309.2%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
1499	93/813c62	52138407	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	CACHED	0	2026-07-16 07:33:16.453	5m 14s	4m 48s	1265.5%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
1500	ce/124c46	52138408	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	CACHED	0	2026-07-16 07:33:16.571	5m 29s	4m 56s	1231.2%	20.1 GB	79.7 GB	19.3 GB	7.8 GB
1488	61/a8cab2	52138380	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	CACHED	0	2026-07-16 07:31:16.052	5m	4m 29s	1298.4%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
1515	eb/b2dd6d	52137839	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	CACHED	0	2026-07-16 06:55:09.042	5m 14s	4m 21s	1307.1%	20.1 GB	79.7 GB	19.3 GB	7.8 GB
1492	4c/c215d9	52138693	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	CACHED	0	2026-07-16 07:46:31.455	5m 59s	5m 32s	1280.3%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
1512	76/df8dc1	52137835	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	CACHED	0	2026-07-16 06:55:08.515	5m 30s	4m 37s	1279.8%	20.1 GB	79.7 GB	19.3 GB	7.8 GB
1511	bf/2fb2f5	52137834	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	CACHED	0	2026-07-16 06:55:08.374	5m 45s	4m 52s	1209.5%	20.1 GB	79.7 GB	19.3 GB	7.8 GB
1526	36/710af1	52138825	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	CACHED	0	2026-07-16 07:55:16.089	6m 15s	5m 23s	1299.0%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
1482	fa/560fc6	52137875	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	CACHED	0	2026-07-16 07:00:09.976	5m 13s	4m 19s	1304.7%	20.1 GB	79.7 GB	19.3 GB	7.8 GB
1518	eb/1ef377	52137841	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	CACHED	0	2026-07-16 06:55:09.320	5m 29s	4m 46s	1220.7%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
1513	cc/f67c50	52137836	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	CACHED	0	2026-07-16 06:55:08.630	6m	5m 8s	1262.6%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
1517	8e/8e3b8a	52137840	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	CACHED	0	2026-07-16 06:55:09.168	5m 14s	4m 25s	1285.7%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
1510	8d/4ffe92	52137989	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	CACHED	0	2026-07-16 07:09:38.391	4m 45s	4m 16s	1316.0%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
1531	7b/ddfe98	52138425	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	CACHED	0	2026-07-16 07:35:16.096	7m 45s	7m 22s	957.0%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
1519	a4/5a7a07	52137842	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	CACHED	0	2026-07-16 06:55:09.511	5m 14s	4m 35s	1270.6%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
1529	88/d38789	52138093	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	CACHED	0	2026-07-16 07:16:27.314	5m 26s	4m 34s	1328.3%	20.1 GB	79.7 GB	19.3 GB	7.8 GB
1497	da/30b8dd	52138406	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	CACHED	0	2026-07-16 07:33:16.320	4m 45s	4m 18s	1321.0%	20.1 GB	79.7 GB	19.3 GB	7.8 GB
1532	07/b31df4	52137911	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	CACHED	0	2026-07-16 07:02:38.387	6m	5m 36s	1262.6%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
1542	31/80c135	52138564	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	CACHED	0	2026-07-16 07:41:01.084	6m 30s	6m 7s	962.0%	20.2 GB	79.8 GB	19.3 GB	7.8 GB
1549	43/5181c5	52138653	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	CACHED	0	2026-07-16 07:44:46.164	4m 30s	4m 25s	1306.5%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
1533	83/8780fa	52137912	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	CACHED	0	2026-07-16 07:02:38.564	5m	4m 41s	1206.1%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
1544	59/f0f3ff	52138566	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	CACHED	0	2026-07-16 07:41:01.357	6m 45s	6m 23s	915.6%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
1572	1c/079f35	52138879	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	CACHED	0	2026-07-16 08:00:16.043	6m 30s	5m 34s	1295.0%	20.1 GB	79.7 GB	19.3 GB	7.8 GB
1516	a7/700588	52137838	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	CACHED	0	2026-07-16 06:55:08.918	5m 44s	4m 58s	1248.1%	20.1 GB	79.7 GB	19.3 GB	7.8 GB
1543	dd/1bcd4b	52138565	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	CACHED	0	2026-07-16 07:41:01.258	6m	5m 35s	1289.3%	20.1 GB	79.7 GB	19.3 GB	7.8 GB
1550	17/48f990	52138057	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	CACHED	0	2026-07-16 07:11:53.538	4m 45s	4m 26s	1310.7%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
1554	0f/34e543	52137968	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	CACHED	0	2026-07-16 07:07:23.398	5m 15s	4m 30s	1318.5%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
1555	44/89b8f8	52137970	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	CACHED	0	2026-07-16 07:07:23.928	5m 29s	4m 40s	1302.9%	20.2 GB	79.8 GB	19.3 GB	7.8 GB
1578	e9/e11ed7	52137843	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	CACHED	0	2026-07-16 06:55:09.823	5m 58s	5m 7s	1254.1%	20.1 GB	79.7 GB	19.3 GB	7.8 GB
1574	81/9e218c	52138307	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	CACHED	0	2026-07-16 07:23:08.479	5m 30s	5m 7s	1279.5%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
1573	a1/45feb9	52138880	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	CACHED	0	2026-07-16 08:00:16.163	6m 15s	5m 24s	1309.6%	20.4 GB	79.7 GB	19.3 GB	7.8 GB
1601	7e/fd581b	52138279	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	CACHED	0	2026-07-16 07:20:53.466	7m 30s	6m 48s	926.7%	20.1 GB	79.7 GB	19.3 GB	7.8 GB
1575	f7/1fd32d	52138308	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	CACHED	0	2026-07-16 07:23:08.691	9m 52s	9m 27s	992.5%	20.4 GB	79.7 GB	19.3 GB	7.8 GB
1593	85/1df9a9	52138365	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	CACHED	0	2026-07-16 07:29:23.787	5m 22s	4m 59s	1285.7%	20.4 GB	79.7 GB	19.3 GB	7.8 GB
1597	db/89136d	52138837	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	CACHED	0	2026-07-16 07:57:01.168	5m 30s	5m 17s	1263.1%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
1592	1d/9470b8	52138364	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	CACHED	0	2026-07-16 07:29:23.464	7m 37s	7m 18s	965.1%	20.1 GB	79.7 GB	19.3 GB	7.8 GB
1594	52/946ab2	52137863	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	CACHED	0	2026-07-16 06:57:53.317	6m 30s	5m 30s	1282.8%	20.1 GB	79.7 GB	19.3 GB	7.8 GB
1616	d5/ea736d	52137936	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	CACHED	0	2026-07-16 07:05:08.436	5m 30s	4m 27s	1316.3%	20.1 GB	79.7 GB	19.3 GB	7.8 GB
1596	c7/66f399	52138836	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	CACHED	0	2026-07-16 07:57:01.062	5m 15s	5m 2s	1285.2%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
1576	ae/70441d	52138309	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	CACHED	0	2026-07-16 07:23:08.838	5m 14s	4m 48s	1264.8%	20.1 GB	79.7 GB	19.3 GB	7.8 GB
1618	1b/289856	52137938	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	CACHED	0	2026-07-16 07:05:08.645	7m 30s	6m 29s	1289.0%	20.7 GB	80.2 GB	19.3 GB	7.8 GB
1614	57/3188a9	52137969	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	CACHED	0	2026-07-16 07:07:23.634	6m	5m 11s	1282.3%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
1617	cd/bd1611	52137937	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	CACHED	0	2026-07-16 07:05:08.523	7m 15s	6m 23s	934.9%	20.1 GB	79.7 GB	19.3 GB	7.8 GB
1603	db/36cc2e	52138280	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	CACHED	0	2026-07-16 07:20:53.615	5m 45s	5m 11s	1286.0%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
1545	cf/a05ddd	52138567	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	CACHED	0	2026-07-16 07:41:01.504	6m 44s	6m 21s	919.4%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
1615	e0/8d4d0a	52137935	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	CACHED	0	2026-07-16 07:05:08.352	5m 30s	4m 38s	1292.6%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
51	aa/f1b85f	52143656	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:10:42.484	5m 40s	5m 5s	1138.9%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
59	20/36ab15	52143653	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:10:42.034	5m 40s	5m 7s	1140.9%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
16	6a/452cfd	52143650	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:10:41.482	5m 41s	5m 6s	1133.3%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
17	f9/ee7c2b	52143652	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:10:41.825	5m 40s	5m 5s	1139.0%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
85	0e/36c994	52143663	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:10:43.501	5m 39s	5m 3s	1144.7%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
10	fd/3c0a51	52143655	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:10:42.345	5m 40s	5m 5s	1126.0%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
29	bd/cf9188	52143651	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:10:41.677	5m 55s	5m 19s	1088.1%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
64	50/e0225a	52143649	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:10:41.210	5m 56s	5m 13s	1125.5%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
44	bf/02b1bd	52143654	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:10:42.185	5m 55s	5m 11s	1133.8%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
43	8c/5f628a	52143658	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:10:42.846	5m 54s	5m 9s	1148.0%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
80	3d/2a7487	52143661	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:10:43.265	5m 54s	5m 8s	1139.9%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
87	c6/a35858	52143664	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:10:43.645	5m 53s	5m 8s	1138.1%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
92	6f/1d8118	52143667	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:10:44.029	5m 53s	5m 9s	1135.2%	20.3 GB	79.8 GB	19.2 GB	7.8 GB
93	69/5dddf8	52143668	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:10:44.203	5m 53s	5m 16s	1113.5%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
96	05/d0c53c	52143670	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:10:44.451	5m 53s	5m 12s	1143.0%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
105	0c/14a131	52143677	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:10:45.374	5m 52s	5m 19s	1136.4%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
112	69/2def60	52143682	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:10:45.980	5m 51s	5m 21s	1156.9%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
122	ec/37d1b9	52143685	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:10:46.484	5m 51s	5m 11s	1113.6%	20.3 GB	79.8 GB	19.2 GB	7.8 GB
126	a1/5ed75e	52143687	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:10:46.901	5m 50s	5m 13s	1126.1%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
42	23/c22efa	52143657	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:10:42.661	6m 9s	5m 34s	1055.4%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
83	d6/144182	52143662	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:10:43.409	6m 9s	5m 33s	1137.1%	20.4 GB	79.7 GB	19.2 GB	7.8 GB
111	c8/452db9	52143683	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:10:46.108	6m 9s	5m 25s	1147.2%	20.4 GB	79.7 GB	19.2 GB	7.8 GB
102	67/0a619b	52143674	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:10:44.989	6m 10s	5m 36s	1160.2%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
115	9d/bd9276	52143684	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:10:46.352	6m 9s	5m 27s	1160.7%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
128	9a/7d172a	52143688	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:10:47.046	6m 8s	5m 30s	1133.6%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
62	88/4183ce	52143645	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:10:40.553	6m 26s	5m 40s	1138.0%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
19	7b/19f9f2	52143646	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:10:40.699	6m 26s	5m 41s	1117.0%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
109	d0/f22f83	52143679	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:10:45.658	6m 21s	5m 48s	1056.0%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
98	b7/f507c2	52143671	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:10:44.572	6m 37s	6m 2s	1135.2%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
106	60/9bb0d3	52143676	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:10:45.250	6m 37s	6m	1131.6%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
131	71/081aca	52143690	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:10:47.608	6m 34s	6m 3s	1182.9%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
97	e8/27cea0	52143669	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:10:44.329	6m 53s	6m 21s	1168.1%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
108	a7/56803b	52143678	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:10:45.483	6m 52s	6m 20s	1111.0%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
110	ae/69d72c	52143680	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:10:45.757	6m 51s	6m 19s	1086.4%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
75	de/144fd2	52143659	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:10:43.020	7m 9s	6m 23s	1062.6%	20.4 GB	79.7 GB	19.2 GB	7.8 GB
99	2e/9e25bc	52143672	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:10:44.697	7m 7s	6m 30s	1141.7%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
104	a7/54e5f7	52143675	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:10:45.117	7m 7s	6m 28s	1145.7%	20.3 GB	79.8 GB	19.2 GB	7.8 GB
130	ec/2aebab	52143689	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:10:47.187	7m 5s	6m 23s	1115.9%	20.4 GB	79.7 GB	19.2 GB	7.8 GB
90	80/8f4489	52143666	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:10:43.884	7m 23s	6m 42s	913.7%	20.3 GB	79.8 GB	19.2 GB	7.8 GB
28	d1/50858e	52143648	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:10:41.072	7m 41s	6m 58s	824.9%	20.2 GB	79.8 GB	19.2 GB	7.8 GB
38	3e/5d333a	52143647	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:10:40.872	8m 11s	7m 29s	784.4%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
127	f3/073233	52143686	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:10:46.668	8m 35s	7m 55s	814.8%	20.5 GB	79.7 GB	19.2 GB	7.8 GB
107	7c/d21b06	52143681	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:10:45.881	8m 36s	7m 52s	786.3%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
91	d4/36438a	52143665	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:10:43.771	9m 38s	9m 3s	680.1%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
79	41/356371	52143660	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:10:43.148	9m 54s	9m 12s	912.4%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
35	f1/e1f5b1	52143644	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:10:40.398	10m 12s	9m 31s	924.9%	20.4 GB	79.7 GB	19.2 GB	7.8 GB
100	18/004b1c	52143673	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:10:44.820	10m 22s	9m 37s	946.6%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
303	ec/47d56e	52143791	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 10:18:56.676	4m 40s	4m 5s	1289.1%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
304	19/437c19	52143792	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 10:18:57.168	4m 40s	4m 5s	1293.7%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
308	30/a7478b	52143794	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 10:18:57.992	4m 39s	4m 5s	1290.9%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
322	e5/5afd77	52143795	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 10:18:58.407	4m 39s	4m 3s	1290.8%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
324	81/109ff8	52143796	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 10:18:58.825	4m 38s	4m 4s	1296.7%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
340	fc/2abb84	52143798	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 10:18:59.392	4m 38s	4m 9s	1277.4%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
341	63/22306e	52143799	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 10:18:59.552	4m 38s	4m 2s	1298.1%	20.2 GB	79.8 GB	19.2 GB	7.8 GB
345	38/75db20	52143801	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 10:18:59.774	4m 37s	4m 6s	1284.0%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
369	eb/a4ae16	52143806	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 10:19:00.266	4m 37s	4m 7s	1286.7%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
371	78/90ae7d	52143807	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 10:19:00.390	4m 37s	4m 6s	1275.1%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
376	da/4c2c1e	52143808	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 10:19:00.486	4m 37s	4m 4s	1302.8%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
378	1a/ce9e31	52143810	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 10:19:00.768	4m 36s	4m 5s	1305.3%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
302	fa/e5fab9	52143793	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 10:18:57.672	4m 54s	4m 10s	1283.2%	20.2 GB	79.8 GB	19.2 GB	7.8 GB
328	f0/7a2d0f	52143797	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 10:18:59.203	4m 53s	4m 10s	1281.5%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
344	85/6812bb	52143802	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 10:18:59.882	4m 52s	4m 10s	1276.0%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
