gene_name	mch_logfc	k119ub_fold	mecp2_fold	mecp2_fdr	mecp2_min_fdr	mecp2_n_peaks	mecp2_n_sig	mecp2_has_sig	mecp2_direction
1110059E24Rik	-0.233591102115754	0.781668341	0.007578168	0.984225184	0.984225184	1	0	FALSE	No peak
4930444P10Rik	-0.448840542791451	0.289600078	NA	NA	NA	NA	NA	NA	No peak
4930564D02Rik	-0.444218311276397	0.299130171	0.687073855	0.006497764	0.006497764	2	1	TRUE	MeCP2 Up
4933427D14Rik	-0.203767993351715	0.461185496	-0.081709246	0.713479086	0.713479086	1	0	FALSE	No peak
A830018L16Rik	-0.119749928117308	0.360938778	0.133571823	0.484540067	0.484540067	1	0	FALSE	No peak
Abcb1b	-0.24742723278627	0.264300897	NA	NA	NA	NA	NA	NA	No peak
Abcc4	-0.224535658411921	0.318748192	-0.07262869	0.739205627	0.003942137	18	2	TRUE	MeCP2 Down
Abcd2	-0.282092856579523	0.338486317	NA	NA	NA	NA	NA	NA	No peak
Abcd3	-0.253344690084497	0.713506758	NA	NA	NA	NA	NA	NA	No peak
Abhd12	-0.279664146902681	0.742774295	-0.098627079	0.641042746	0.641042746	1	0	FALSE	No peak
Abhd3	-0.257691858693029	0.56564435	NA	NA	NA	NA	NA	NA	No peak
Abhd6	-0.174378206288194	0.474140598	-0.04435608	0.863578026	0.863578026	1	0	FALSE	No peak
Ablim1	-0.213299443303888	0.438890711	-0.014338389	0.965250459	0.945628798	2	0	FALSE	No peak
Ablim3	-0.177954010238438	0.411367272	-0.040847487	0.877531399	0.47089459	2	0	FALSE	No peak
Acap2	-0.203069880224263	0.325416773	-0.040560895	0.877791401	0.540880783	2	0	FALSE	No peak
Acer3	-0.166095267211494	0.451799048	-0.036883252	0.894102371	0.894102371	1	0	FALSE	No peak
Acot7	-0.182980801269172	0.225310966	-0.015848104	0.961028496	0.121283533	2	0	FALSE	No peak
Acsl3	-0.232524587700377	1.143954144	0.188869191	0.325547782	0.325547782	2	0	FALSE	No peak
Acsl6	-0.339304131832357	0.47741587	-0.066492115	0.772188284	0.772188284	1	0	FALSE	No peak
Acss2	-0.270437468575031	0.593139169	NA	NA	NA	NA	NA	NA	No peak
Actr2	-0.212953091232612	0.392495596	-0.039056664	0.885746937	0.885746937	1	0	FALSE	No peak
Actr3b	-0.310787064343581	0.418644193	-0.080748996	0.721583671	0.721583671	1	0	FALSE	No peak
Acvr1	-0.11304907675389	0.427067449	0.063806139	0.781354479	0.712219302	2	0	FALSE	No peak
Acvr2a	-0.272700310705163	0.655251092	-0.031108842	0.91127624	0.266656664	5	0	FALSE	No peak
Adam22	-0.399209167404535	0.354178293	-0.055796197	0.819336261	0.819336261	1	0	FALSE	No peak
Adam23	-0.26519010798253	0.74059991	-0.062442696	0.784758879	0.784758879	1	0	FALSE	No peak
Adam28	-0.415925241661509	0.542027835	0.149218922	0.494103113	1.83e-06	6	2	TRUE	MeCP2 Up
Adam7	-0.317201671849346	0.45755107	-0.007519093	0.984225184	0.004496944	2	1	TRUE	MeCP2 Down
Adck1	-0.281185852803145	1.015407195	0.026935224	0.926795248	0.556480276	3	0	FALSE	No peak
Adck2	-0.528313379872203	0.531473905	-0.056318838	0.815307548	0.815307548	1	0	FALSE	No peak
Adcy1	-0.235394155699917	1.049459148	-0.097548608	0.665584916	1.31e-24	17	8	TRUE	MeCP2 Down
Adcy10	-0.198306694422891	0.498497833	NA	NA	NA	NA	NA	NA	No peak
Adcy2	-0.155180771657947	0.345094011	0.035544694	0.895703221	0.895703221	1	0	FALSE	No peak
Adcy3	-0.138700648663627	0.364515022	-0.016667414	0.960368716	0.715446165	4	0	FALSE	No peak
Adk	-0.279406842924568	0.589485855	-0.011642879	0.973269259	4.16e-06	3	1	TRUE	MeCP2 Down
Aen	-0.401287081075695	0.402357085	-0.015268426	0.962936199	0.962936199	1	0	FALSE	No peak
Aff3	-0.17962632062806	0.255889136	-0.217875109	0.33798375	0.00231899	45	6	TRUE	MeCP2 Down
Afg3l2	-0.266800916160252	0.295425569	-0.048531861	0.84601608	0.84601608	1	0	FALSE	No peak
Agap3	-0.316887112607755	1.304244727	-0.014858596	0.963995933	0.861111554	3	0	FALSE	No peak
Agpat4	-0.174469017942204	0.337507618	-0.039665235	0.881936586	0.845507905	3	0	FALSE	No peak
Agt	-0.311253034881317	0.239727715	0.009415106	0.978935326	0.975032463	2	0	FALSE	No peak
Ahr	-0.283114012204896	0.669604078	NA	NA	NA	NA	NA	NA	No peak
Ak9	-0.162534327355666	0.636394759	NA	NA	NA	NA	NA	NA	No peak
Akap6	-0.394572166946585	0.941647973	0.051857667	0.831579624	2.86e-07	10	6	TRUE	MeCP2 Up
Akap9	-0.231792237302455	1.374497969	NA	NA	NA	NA	NA	NA	No peak
Akt3	-0.350837149388813	0.306719548	0.243193517	0.270571817	0.270571817	4	0	FALSE	No peak
Aktip	-0.293550942832441	0.377308605	-0.116568514	0.568966062	0.568966062	1	0	FALSE	No peak
Aldh1l2	-0.258390223084175	0.471549902	NA	NA	NA	NA	NA	NA	No peak
Amotl1	-0.157590962463695	0.444407983	0.321650467	0.108794918	0.108794918	2	0	FALSE	No peak
Angpt1	-0.435952027160241	1.051998243	-0.023085206	0.939130281	6.52e-25	8	7	TRUE	MeCP2 Down
Ankdd1b	-0.229053354119449	0.344856636	NA	NA	NA	NA	NA	NA	No peak
Ankib1	-0.218796209024453	0.721335694	-0.174144753	0.432467502	0.432467502	1	0	FALSE	No peak
Ankrd34b	-0.564766810128733	0.304761072	-0.094678528	0.673226154	0.673226154	2	0	FALSE	No peak
Ankrd35	-0.351085774881506	0.337361866	0.022874068	0.939619035	0.608701803	2	0	FALSE	No peak
Ankrd44	-0.177408047708974	0.609759302	-0.14544471	0.524050208	0.001625838	9	1	TRUE	MeCP2 Down
Ankrd55	-0.245788906394862	0.338150325	-0.093651849	0.653591377	0.19117289	10	0	FALSE	No peak
Anks1b	-0.282126794837158	0.385280318	-0.044561197	0.861267622	1.51e-06	25	8	TRUE	MeCP2 Down
Ano4	-0.172400905420334	0.255240199	-0.081147278	0.718586088	0.718586088	3	0	FALSE	No peak
Ano6	-0.269383187391726	0.534618026	NA	NA	NA	NA	NA	NA	No peak
Ap1s3	-0.306119902369076	0.293824331	NA	NA	NA	NA	NA	NA	No peak
Ap3b2	-0.254514598695592	0.457793525	-0.007743869	0.983647782	0.559432823	2	0	FALSE	No peak
Apba1	-0.187677835621853	0.680421499	-0.09955054	0.637906211	0.067707802	3	0	FALSE	No peak
Apc	-0.276059320009126	0.285215738	-0.043655809	0.866790997	0.837509732	3	0	FALSE	No peak
Apip	-0.358954983792526	0.418384099	NA	NA	NA	NA	NA	NA	No peak
Apmap	-0.506566990458763	0.624709177	NA	NA	NA	NA	NA	NA	No peak
App	-0.220975508678165	0.702473644	-0.025994193	0.929400766	0.929400766	1	0	FALSE	No peak
Arfip1	-0.196087350809179	0.693021643	0.024980367	0.932437669	0.932437669	1	0	FALSE	No peak
Arhgap12	-0.326094163732215	0.913180795	-0.037377802	0.890593923	0.801533164	3	0	FALSE	No peak
Arhgap5	-0.320814522425344	1.153219142	-0.190638475	0.35827195	0.35827195	1	0	FALSE	No peak
Arhgef26	-0.290184151326409	0.319226718	-0.03159619	0.909861342	0.909861342	1	0	FALSE	No peak
Arhgef33	-0.234216439960883	0.344878031	-0.069881509	0.755417615	0.755417615	1	0	FALSE	No peak
Arhgef7	-0.142816529677231	0.543359597	-0.04245122	0.875814831	0.683534679	4	0	FALSE	No peak
Arid1b	-0.16114599568889	0.304841739	0.341269582	0.14287502	2.97e-08	8	3	TRUE	MeCP2 Up
Arid4a	-0.301572607765291	0.947872394	-0.045564763	0.859744836	0.859744836	1	0	FALSE	No peak
Arl13b	-0.326299997403692	0.928708936	NA	NA	NA	NA	NA	NA	No peak
Arl15	-0.127874989953985	0.392227672	-0.060915827	0.795919671	0.009087844	7	1	TRUE	MeCP2 Down
Arl4a	-0.396616420695353	0.373760069	0.109968942	0.604385728	1.76e-29	11	8	TRUE	MeCP2 Up
Arpp21	-0.250120817453253	0.649515632	1.460410565	0.00042439	1.48e-07	3	3	TRUE	MeCP2 Up
Arvcf	-0.314824212032556	0.50597277	-0.145967397	0.479318101	0.358210129	4	0	FALSE	No peak
Asah2	-0.132134054786377	0.473249335	0.031033477	0.912330492	0.912330492	1	0	FALSE	No peak
Asap1	-0.0960343728120504	0.442325728	0.721756952	0.007004707	3.34e-27	32	4	TRUE	MeCP2 Up
Ascc3	-0.336506936507061	1.308819344	-0.11071344	0.624890089	1.78e-28	4	3	TRUE	MeCP2 Down
Asic4	-0.220843265356433	0.290617208	-0.237138081	0.270577055	0.270577055	1	0	FALSE	No peak
Astn2	-0.252406426935463	0.263457647	0.909493006	0.002721235	4.43e-24	19	17	TRUE	MeCP2 Up
Atg4c	-0.476898156443347	0.476111377	-0.041303359	0.875592086	0.875592086	1	0	FALSE	No peak
Atg9b	-0.44060864038026	0.2855413	-0.028119454	0.924251346	0.924251346	1	0	FALSE	No peak
Atl2	-0.31475522276664	0.524921504	-0.207516993	0.326784533	0.326784533	2	0	FALSE	No peak
Atp11c	-0.199062970897599	0.499546375	-0.041177724	0.883288254	0.883288254	1	0	FALSE	No peak
Atp6v0d1	-0.47787399988506	0.369226717	-0.0539835	0.823821996	0.823821996	1	0	FALSE	No peak
Atp8a1	-0.257218947865972	0.593035946	-0.020415853	0.947943469	0.044111759	4	1	TRUE	MeCP2 Down
AW554918	-0.228352216874151	0.980894253	-0.050365664	0.84218083	0.84218083	1	0	FALSE	No peak
B4galt1	-0.275820004490723	0.297873594	0.005346499	0.989244763	0.989244763	1	0	FALSE	No peak
Bach1	-0.192076194022757	0.404712484	-0.01779146	0.954765631	0.714075452	3	0	FALSE	No peak
Bag5	-0.979382864922716	0.732088492	NA	NA	NA	NA	NA	NA	No peak
Bahd1	-0.373185678128844	0.186092177	NA	NA	NA	NA	NA	NA	No peak
Baz2b	-0.306761316503424	0.667726	0.405197515	0.140356228	0.140356228	2	0	FALSE	No peak
Bbs9	-0.0773666211678301	0.262511063	-0.049597126	0.844608082	3.08e-05	9	2	TRUE	MeCP2 Down
Bbx	-0.158632961315906	0.258680515	-0.040112522	0.880114934	0.510515239	3	0	FALSE	No peak
Bckdhb	-0.201179390545155	0.735972527	-0.118435626	0.577406138	3.24e-12	6	3	TRUE	MeCP2 Down
Bcl9	-0.157354489054892	0.422289552	NA	NA	NA	NA	NA	NA	No peak
Bend6	-0.204662691921848	0.4084284	NA	NA	NA	NA	NA	NA	No peak
Bicd1	-0.319715264313579	0.555227239	-0.052751182	0.832614812	0.832614812	1	0	FALSE	No peak
Bmp5	-0.121923944413236	1.100999103	0.653937991	0.018527645	0.018527645	1	1	TRUE	MeCP2 Up
Bmpr1a	-0.222960658398401	0.699721761	NA	NA	NA	NA	NA	NA	No peak
Bmpr1b	-0.169058062901989	0.36160337	-0.231572553	0.263303939	0.001907105	6	1	TRUE	MeCP2 Down
Btbd7	-0.307826216524081	0.394032855	0.043963111	0.8655094	0.8655094	1	0	FALSE	No peak
Btrc	-0.17557552816905	0.346007751	-0.097158364	0.654438958	0.288152854	4	0	FALSE	No peak
Bub1b	-0.386135832712459	1.040795764	NA	NA	NA	NA	NA	NA	No peak
C1qtnf7	-0.211073873403339	0.641608776	-0.017034146	0.957529394	0.889298414	2	0	FALSE	No peak
C8a	-0.242868635552569	0.288745843	0.022119089	0.941896513	0.941896513	1	0	FALSE	No peak
Cacna1a	-0.192114366007051	0.50386688	-0.020353683	0.947541989	0.430072031	5	0	FALSE	No peak
Cacna2d3	-0.0683909741619925	0.283552313	-0.003144513	0.994044851	2.37e-05	61	12	TRUE	MeCP2 Down
Cacnb4	-0.351621098642006	0.264119217	-0.036783021	0.893960306	0.47846441	2	0	FALSE	No peak
Cald1	-0.133612542951962	0.700524264	-0.389859789	0.163973318	7.3e-06	4	1	TRUE	MeCP2 Down
Camk1d	-0.214169184393296	0.361615989	0.043698839	0.865356288	0.106775231	8	0	FALSE	No peak
Camk2a	-0.319214338674697	0.203578076	-0.026476906	0.929206831	0.372431272	2	0	FALSE	No peak
Caprin2	-0.359353201862435	0.88676121	-0.1140179	0.598495804	0.598495804	1	0	FALSE	No peak
Caps2	-0.310855964188069	0.37800337	NA	NA	NA	NA	NA	NA	No peak
Car10	-0.0983522832606197	0.304753396	1.641518301	3.58e-07	3.58e-07	4	2	TRUE	MeCP2 Up
Cast	-0.195790337476683	0.381493899	NA	NA	NA	NA	NA	NA	No peak
Cc2d2a	-0.234741533557904	0.798900317	NA	NA	NA	NA	NA	NA	No peak
Ccdc113	-0.341154997296595	0.420678261	NA	NA	NA	NA	NA	NA	No peak
Ccdc149	-0.195295607725734	0.980739454	0.006788898	0.985997607	0.864030852	2	0	FALSE	No peak
Ccdc150	-0.22668461798247	0.765355131	NA	NA	NA	NA	NA	NA	No peak
Ccdc171	-0.186531087525974	0.78953269	-0.091788222	0.683475774	0.683475774	1	0	FALSE	No peak
Ccdc187	-0.227111427292028	0.287268651	-0.156737395	0.472002296	0.472002296	3	0	FALSE	No peak
Ccdc50	-0.237354410969698	0.933178795	NA	NA	NA	NA	NA	NA	No peak
Ccdc6	-0.274547095568413	1.305099581	-0.093856743	0.678133691	0.678133691	1	0	FALSE	No peak
Ccdc91	-0.176105548824391	0.974385699	-0.055708695	0.81747335	0.81747335	1	0	FALSE	No peak
Ccny	-0.303141499480702	0.613477362	-0.021067212	0.946315849	0.946315849	1	0	FALSE	No peak
Ccser1	-0.117128803971008	1.124221846	0.52727496	0.060370334	3.11e-10	10	7	TRUE	MeCP2 Up
Cd28	-0.253452854208512	0.342348669	NA	NA	NA	NA	NA	NA	No peak
Cdc14a	-0.147715079523469	0.516208463	-0.007876929	0.983661538	0.29517466	2	0	FALSE	No peak
Cdc26	-0.654188215447307	0.727778515	NA	NA	NA	NA	NA	NA	No peak
Cdh2	-0.220442029152377	0.31068137	-0.10135663	0.630383857	2.75e-09	4	2	TRUE	MeCP2 Down
Cdkl2	-0.259067567979963	1.019994554	0.117521786	0.560109423	0.560109423	1	0	FALSE	No peak
Cdyl2	-0.176489475852819	0.601758213	-0.003968209	0.991879518	0.991879518	1	0	FALSE	No peak
Cep162	-0.173600019542528	0.322517545	NA	NA	NA	NA	NA	NA	No peak
Cep170	-0.245566278721241	0.819663144	-0.083583343	0.69931887	0.00019562	4	2	TRUE	MeCP2 Down
Cep290	-0.234038957320793	0.763520277	0.01772366	0.956400404	0.956400404	1	0	FALSE	No peak
Cep83	-0.283730795786396	0.659128412	NA	NA	NA	NA	NA	NA	No peak
Cers4	-0.46289451424818	0.237335361	-0.034567431	0.899072498	0.899072498	1	0	FALSE	No peak
Cfap54	-0.116041479870001	0.742275363	NA	NA	NA	NA	NA	NA	No peak
Chn1	-0.251425975335334	0.249194996	0.040669944	0.87719468	0.87719468	1	0	FALSE	No peak
Chrna7	-0.111820653570673	0.210659249	0.406828592	0.09441592	0.09441592	3	0	FALSE	No peak
Ciao2b	-1.20174708413069	0.915461966	0.020924481	0.945766058	0.945766058	1	0	FALSE	No peak
Clgn	-0.459741160993596	0.353064469	NA	NA	NA	NA	NA	NA	No peak
Clvs1	-0.385134731963171	0.71548952	0.231197237	0.240246707	7.36e-15	10	5	TRUE	MeCP2 Up
Cmc2	-0.324968159557327	0.643007821	-0.071256703	0.755321363	0.132528632	2	0	FALSE	No peak
Cmtm4	-0.190812413334681	0.399021431	NA	NA	NA	NA	NA	NA	No peak
Cnksr3	-0.263151263065144	0.701977053	-0.039963047	0.882972273	6.48e-22	11	8	TRUE	MeCP2 Down
Cnot4	-0.235074349463693	0.764084452	-0.009945488	0.977508467	0.977508467	1	0	FALSE	No peak
Cntn1	-0.135429818957803	0.499746836	0.044010602	0.863104195	1.34e-08	6	2	TRUE	MeCP2 Up
Cntnap4	-0.224430936905223	0.331585212	0.427018815	0.056045609	0.051115536	5	0	FALSE	No peak
Cog3	-0.34598145839902	0.694327575	-0.009847413	0.978120002	0.721989183	2	0	FALSE	No peak
Cog4	-0.376905971882451	0.223226439	0.037495775	0.890183567	0.772457818	2	0	FALSE	No peak
Col11a1	-0.233366086372653	0.384392235	NA	NA	NA	NA	NA	NA	No peak
Col25a1	-0.109014959074398	0.288019082	-0.035477469	0.897700735	0.17493856	2	0	FALSE	No peak
Col28a1	-0.0952771628391166	0.406042167	0.01776458	0.955774564	0.736153002	5	0	FALSE	No peak
Col8a1	-0.214493817760129	0.238589511	NA	NA	NA	NA	NA	NA	No peak
Commd9	-0.493831037988387	0.41373528	-0.026657579	0.926945902	0.583694118	6	0	FALSE	No peak
Cop1	-0.201520203639822	0.850426826	1.180834913	0.000248594	0.000248594	1	1	TRUE	MeCP2 Up
Cpe	-0.159288393371	0.533858345	0.034451722	0.899413873	0.899413873	1	0	FALSE	No peak
Cpeb1	-0.300424604143297	0.407858878	-0.045203909	0.868457125	0.868457125	1	0	FALSE	No peak
Cradd	-0.191757783916342	0.735471913	-0.066716164	0.775372098	0.025903928	10	1	TRUE	MeCP2 Down
Crb1	-0.166260301526728	0.312015776	NA	NA	NA	NA	NA	NA	No peak
Crb2	-0.334553556293508	0.421360126	0.037252186	0.89209245	8.18e-09	11	3	TRUE	MeCP2 Up
Creb1	-0.200256630682221	0.512751688	-0.128187547	0.529096638	1.24e-18	7	4	TRUE	MeCP2 Down
Creb3	-0.913955044662319	0.579381828	-0.040719507	0.878316262	0.878316262	1	0	FALSE	No peak
Creb5	-0.0978517430256027	0.255457032	0.094193388	0.68842877	0.004170932	37	2	TRUE	MeCP2 Up
Crem	-0.249205465562326	0.975935877	0.010365512	0.976514943	0.976514943	1	0	FALSE	No peak
Crmp1	-0.272462401580697	0.507243411	-0.327141622	0.127642377	0.127642377	3	0	FALSE	No peak
Crppa	-0.257206654039658	0.978281326	-0.071743914	0.7577119	0.7577119	1	0	FALSE	No peak
Cry2	-0.317420289247966	0.565508425	-0.046462569	0.855341623	0.855341623	1	0	FALSE	No peak
Crybg3	-0.173100293770048	0.483168043	-0.079855149	0.709511638	0.709511638	1	0	FALSE	No peak
Cryl1	-0.160747639054579	0.371693951	-0.037639441	0.888466973	0.888466973	1	0	FALSE	No peak
Csnk1g3	-0.272926288163949	1.137378342	-0.040314204	0.878474794	0.344868858	3	0	FALSE	No peak
Csnka2ip	-0.264738479631647	0.695738266	0.939798798	0.000899276	0.000115369	3	3	TRUE	MeCP2 Up
Csrnp3	-0.572624403015241	0.858220441	-0.551280008	0.101473535	7.28e-08	7	4	TRUE	MeCP2 Down
Cth	-0.268314152247225	0.613453347	NA	NA	NA	NA	NA	NA	No peak
Ctif	-0.118057638925551	0.275138379	-0.202307997	0.31043603	0.124468176	14	0	FALSE	No peak
Ctnnal1	-0.213278410233248	0.457677858	-0.042898704	0.875493211	0.875493211	1	0	FALSE	No peak
Ctnnd2	-0.359880263606731	0.205588174	-0.112569768	0.594008069	0.001742017	14	5	TRUE	MeCP2 Down
Ctsb	-0.395730857152223	0.455466815	-0.118194997	0.579840177	0.579840177	1	0	FALSE	No peak
Ctsz	-0.529069180529091	0.4169826	NA	NA	NA	NA	NA	NA	No peak
Cttnbp2nl	-0.223783370714717	0.731482337	-0.013211471	0.968881559	0.968881559	1	0	FALSE	No peak
Cul1	-0.229143486781889	0.497291117	-0.034548745	0.9003563	0.9003563	1	0	FALSE	No peak
Cxxc5	-0.319884783070216	0.478912564	-0.005304326	0.989436113	0.000158299	6	1	TRUE	MeCP2 Down
Cyb5b	-0.302888159911892	0.267081864	-0.12138635	0.553477291	0.553477291	2	0	FALSE	No peak
Cyp2j13	-0.235573827011076	0.259326883	NA	NA	NA	NA	NA	NA	No peak
Cyp7b1	-0.128017431601009	0.550819708	-0.08035338	0.720547413	0.720547413	1	0	FALSE	No peak
Cystm1	-0.23225695658174	0.459826464	-0.037083763	0.89229857	0.75201322	3	0	FALSE	No peak
D130043K22Rik	-0.240600448024288	0.453777815	NA	NA	NA	NA	NA	NA	No peak
D5Ertd579e	-0.360719014142052	0.786341046	-0.110452437	0.583694118	0.583694118	2	0	FALSE	No peak
Daam1	-0.254683470202346	0.528877129	-0.155362265	0.416494247	0.361693067	4	0	FALSE	No peak
Dcbld2	-0.243996401442311	0.489075581	-0.000198422	0.999597586	0.999597586	1	0	FALSE	No peak
Dchs2	-0.163274464698337	0.341427398	NA	NA	NA	NA	NA	NA	No peak
Dclre1c	-0.312053591773531	0.668275371	NA	NA	NA	NA	NA	NA	No peak
Dcp1b	-0.362061843596863	0.99622069	-0.057266523	0.809175252	0.809175252	1	0	FALSE	No peak
Dctn3	-0.707054080780082	1.380526795	NA	NA	NA	NA	NA	NA	No peak
Ddit3	-0.868483602111963	0.373964151	-0.151047566	0.469607179	0.469607179	1	0	FALSE	No peak
Ddit3	-0.868483602111963	0.373964151	-0.151047566	0.469607179	0.469607179	1	0	FALSE	No peak
Ddit3	-0.868483602111963	0.373964151	-0.151047566	0.469607179	0.469607179	1	0	FALSE	No peak
Ddit3	-0.868483602111963	0.373964151	-0.151047566	0.469607179	0.469607179	1	0	FALSE	No peak
Ddx31	-0.204479993836503	0.352229402	-0.02885689	0.923393628	0.923393628	1	0	FALSE	No peak
Decr1	-0.379335012189744	0.621773992	NA	NA	NA	NA	NA	NA	No peak
Dennd1a	-0.214076837664882	0.62058695	0.001898329	0.995973358	0.268829391	8	0	FALSE	No peak
Dennd1b	-0.23801091762965	0.421320995	-0.006862873	0.986027684	7.64e-05	5	2	TRUE	MeCP2 Down
Depdc1b	-0.167294115321077	0.655509524	-0.199712018	0.339041644	0.339041644	3	0	FALSE	No peak
Deptor	-0.249623136573882	0.779560594	-0.032866479	0.905320164	0.905320164	1	0	FALSE	No peak
Dexi	-0.252366766353983	0.288077212	-0.010017902	0.977451562	0.36574432	3	0	FALSE	No peak
Dgkg	-0.21336689874696	0.391998009	0.121357985	0.562523851	0.22067134	2	0	FALSE	No peak
Dgkh	-0.144058683495747	0.229135101	0.023309696	0.937580101	0.444903754	3	0	FALSE	No peak
Diaph3	-0.137854479280689	0.655552476	0.006178695	0.987555883	1.45e-07	10	4	TRUE	MeCP2 Up
Dicer1	-0.286881749800458	0.297764993	0.002696107	0.994611007	0.174210774	6	0	FALSE	No peak
Dip2c	-0.3443062444643	0.317079092	-0.010757391	0.975625282	0.975625282	1	0	FALSE	No peak
Dnah1	-0.228632806418354	0.237590066	NA	NA	NA	NA	NA	NA	No peak
Dnah6	-0.221317251200738	0.334983917	NA	NA	NA	NA	NA	NA	No peak
Dnajc1	-0.10876478932114	0.403688249	0.021929987	0.942749204	0.942749204	1	0	FALSE	No peak
Dnajc13	-0.188019769719017	1.090549699	NA	NA	NA	NA	NA	NA	No peak
Dnajc3	-0.228225822020172	0.594417573	-0.128132904	0.515740252	0.515740252	1	0	FALSE	No peak
Dnm2	-0.32853146789982	0.386035818	-0.042502533	0.870089478	0.870089478	1	0	FALSE	No peak
Dnm3	-0.244333167602471	0.565358305	-0.155679144	0.472441819	0.092080641	3	0	FALSE	No peak
Dock4	-0.153188275032604	0.547478903	-0.07888545	0.721034578	0.014303684	6	2	TRUE	MeCP2 Down
Dock7	-0.22962497404484	0.864060552	NA	NA	NA	NA	NA	NA	No peak
Dpysl5	-0.187115667510796	0.308689533	-0.047442637	0.852855335	0.75655374	5	0	FALSE	No peak
Dtna	-0.166595244176727	0.553384795	-0.040492054	0.880071744	0.880071744	2	0	FALSE	No peak
Dytn	-0.246291825138133	0.389731583	NA	NA	NA	NA	NA	NA	No peak
Dzip1	-0.278816473769613	0.343246648	0.012823014	0.969645347	0.850221097	3	0	FALSE	No peak
E130308A19Rik	-0.191815123539485	1.048351444	0.005642394	0.988829307	0.522384792	3	0	FALSE	No peak
Eaf2	-0.278077911073485	1.183033449	-0.043086787	0.869743921	0.869743921	1	0	FALSE	No peak
Edil3	-0.152208251163332	0.301152013	NA	NA	NA	NA	NA	NA	No peak
Eea1	-0.274959440321924	0.692974673	-0.084530597	0.695531081	0.010253643	4	1	TRUE	MeCP2 Down
Ehbp1	-0.166413588109996	0.737682669	0.001351844	0.996913779	0.996913779	1	0	FALSE	No peak
Ehhadh	-0.37011977993872	0.779618593	NA	NA	NA	NA	NA	NA	No peak
Eif2ak2	-0.310767250485466	0.584580216	NA	NA	NA	NA	NA	NA	No peak
Eif3h	-0.166173798745283	0.467439393	-0.014333439	0.965575183	0.670737759	2	0	FALSE	No peak
Eif4e3	-0.2473850770772	0.870782638	1.834252185	9e-09	9e-09	2	1	TRUE	MeCP2 Up
Elovl5	-0.249989343353733	0.598500018	-0.039497665	0.88272713	0.776190912	2	0	FALSE	No peak
Elovl6	-0.312087251334884	0.772626273	-0.001685537	0.996470552	0.555446473	3	0	FALSE	No peak
Elovl7	-0.310484314508076	0.344778573	-0.012706106	0.969886093	0.557326059	2	0	FALSE	No peak
Eml2	-0.336418521741405	0.313499193	0.024067248	0.935733513	0.935733513	1	0	FALSE	No peak
Eml4	-0.328770222551448	0.726439716	-0.062543815	0.791762073	0.791762073	1	0	FALSE	No peak
Enox1	-0.332509637836953	0.291814483	0.027280742	0.932621848	1.05e-05	36	7	TRUE	MeCP2 Up
Enpp2	-0.212834287934633	0.340649138	-0.084543054	0.698374375	0.698374375	1	0	FALSE	No peak
Epb41l3	-0.190610504420657	0.339583862	0.084094979	0.677794305	0.609565131	6	0	FALSE	No peak
Epc2	-0.255986596255141	0.791614242	NA	NA	NA	NA	NA	NA	No peak
Ephx1	-0.218371538156231	0.53546362	-0.064707518	0.781631779	0.781631779	3	0	FALSE	No peak
Epm2a	-0.226688070486089	0.43730138	NA	NA	NA	NA	NA	NA	No peak
Erc2	-0.174950212589008	0.561683989	-0.036858462	0.89209245	0.027182183	12	1	TRUE	MeCP2 Down
Esd	-0.617915217189271	0.752535387	NA	NA	NA	NA	NA	NA	No peak
Esyt2	-0.338518591970488	0.461409377	-0.035846105	0.898152504	0.898152504	1	0	FALSE	No peak
Etnk1	-0.22500515063329	0.521402413	-0.121246282	0.553187942	0.553187942	1	0	FALSE	No peak
Etv3	-0.488904522432216	0.725105898	0.065828649	0.772033303	0.772033303	2	0	FALSE	No peak
Etv6	-0.14217087447626	0.643878678	-0.136055461	0.48096879	0.48096879	1	0	FALSE	No peak
Evc2	-0.183005459804879	0.408541918	0.118051244	0.574677377	0.284155758	5	0	FALSE	No peak
Exoc2	-0.291424322381038	1.391862175	-0.391669787	0.071952805	0.071952805	1	0	FALSE	No peak
Exoc4	-0.0684169558926945	0.593372508	0.00115952	0.997660518	1.06e-13	11	3	TRUE	MeCP2 Up
Ext2	-0.163796550134544	0.528086495	-0.049133003	0.847195118	0.617113121	4	0	FALSE	No peak
Extl3	-0.202240509074333	0.389199346	-0.109368407	0.617373655	0.000210096	3	1	TRUE	MeCP2 Down
F13a1	-0.245906536763015	0.505856968	0.072952856	0.756096512	3.19e-05	4	1	TRUE	MeCP2 Up
Faap20	-0.625564880558072	0.556426326	-0.032087609	0.909755117	0.889055552	2	0	FALSE	No peak
Fabp12	-0.282037266306417	0.358282189	NA	NA	NA	NA	NA	NA	No peak
Fabp6	-0.612126249459147	0.672535184	0.152691862	0.44951712	0.44951712	1	0	FALSE	No peak
Fam120b	-0.566527875420514	1.100564919	-0.054534432	0.823411774	0.003875134	3	1	TRUE	MeCP2 Down
Fam13c	-0.220724921355152	0.360213703	NA	NA	NA	NA	NA	NA	No peak
Fam171a1	-0.179707812128418	0.599105222	NA	NA	NA	NA	NA	NA	No peak
Fam172a	-0.207632869601443	1.441360246	-0.03877657	0.885898546	0.885898546	1	0	FALSE	No peak
Fam20b	-0.267211642908223	0.896940412	0.016681886	0.958917407	0.958917407	1	0	FALSE	No peak
