"SYMBOL","mecp2_Fold","mecp2_minFDR","mecp2_sig_peaks","n_mecp2_peaks","mecp2_sig","h2a_Fold","h2a_minFDR","h2a_sig_peaks","n_h2a_peaks","h2a_sig","sig","quadrant"
"Slc6a12",-0.192228770835318,0.282540181,0,6,FALSE,-0.845306844746591,6.69e-16,5,5,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Slc6a17",0.012307422,0.971003157,0,1,FALSE,0.297624421,0.009795974,1,1,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Slc6a5",-0.411475172173777,0.054786647,0,3,FALSE,-0.0357919629205268,0.786330378,0,2,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Slc6a6",-0.893674841860991,0.000301729,3,6,TRUE,-0.318736080064726,0.004632435,3,4,TRUE,"Significant","Q3 (MeCP2 down / H2A down)"
"Slc6a7",0.046413261,0.858626482,0,1,FALSE,0.0377853788866389,0.783330329,0,2,FALSE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Slc7a11",0.911218989533776,0.001631817,1,5,TRUE,0.790776341803456,6.64e-21,7,8,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Slc7a2",-0.0628044744775744,0.760093451,0,2,FALSE,0.62198328525068,1.58e-09,3,3,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Slc7a5",0.00100151299739597,0.734107868,0,4,FALSE,-0.374871666064926,0.001078902,2,5,TRUE,"Not significant","Q4 (MeCP2 up / H2A down)"
"Slc7a8",-0.095336786,0.654998303,0,1,FALSE,0.434341925,0.002372905,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Slc8a1",0.296093977059074,0.001286586,1,16,TRUE,0.411045945511984,8.7e-10,9,19,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Slc8a3",-0.074373128,0.734411921,0,1,FALSE,-0.086186136,0.454632456,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Slc9a1",-0.116432556593501,0.566534438,0,2,FALSE,-0.136005785,0.413413474,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Slc9a9",0.0320731981184094,0.337571103,0,4,FALSE,0.61293593970897,2.02e-13,10,14,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Slco2a1",-0.11986422,0.55837106,0,1,FALSE,-0.054549865,0.744264311,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Slco2b1",0.431205045,0.08827884,0,1,FALSE,-0.093651899,0.523928879,0,1,FALSE,"Not significant","Q4 (MeCP2 up / H2A down)"
"Slco3a1",0.723017335556308,0.000316207,2,11,TRUE,0.614965685633918,1.22e-15,6,12,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Slit1",0.00227800565569845,0.398420459,0,11,FALSE,0.262185729022031,0.001848057,3,16,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Slit3",0.942653870321318,1.02e-07,4,28,TRUE,0.350980304382662,5.24e-07,6,28,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Slitrk3",0.584054024,0.044680178,1,1,TRUE,-0.085455697,0.730916403,0,1,FALSE,"Not significant","Q4 (MeCP2 up / H2A down)"
"Slx9",0.137379319518645,0.237531112,0,4,FALSE,0.283823348264668,2.58e-05,3,4,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Smad3",-0.334054676024593,0.129485596,0,4,FALSE,-0.306128280502814,0.030002471,1,2,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Smad5",0.0120189254079934,0.867144337,0,2,FALSE,-0.262229017592103,0.005586014,1,3,TRUE,"Not significant","Q4 (MeCP2 up / H2A down)"
"Smad6",-0.832015034522417,0.000657704,4,6,TRUE,-0.412456653904083,0.001904862,4,4,TRUE,"Significant","Q3 (MeCP2 down / H2A down)"
"Smad7",0.0328342299259099,0.897044445,0,4,FALSE,0.0651933840361762,0.195278423,0,5,FALSE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Smap1",0.198923076432056,0.258597992,0,2,FALSE,0.848595161013527,2.97e-19,3,3,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Smarcd3",-0.173688633227759,0.383271031,0,2,FALSE,-0.196347473,0.025939759,1,1,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Smco4",-0.074962879291757,0.524698487,0,5,FALSE,0.284225112767491,0.004830639,1,6,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Smim12",-0.196719229,0.333136628,0,1,FALSE,-0.161338752,0.180865069,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Smim15",-0.18432135553598,0.294338549,0,3,FALSE,0.57424358820157,4.67e-05,1,2,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Smim23",-0.202252015657757,0.380103739,0,2,FALSE,-0.299387007078387,0.003432074,2,3,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Smim38",-0.032787885,0.905609625,0,1,FALSE,-0.465094089466975,0.003659128,1,2,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Smoc1",0.016901563,0.958634045,0,1,FALSE,-0.174680246022234,0.223535656,0,2,FALSE,"Not significant","Q4 (MeCP2 up / H2A down)"
"Smoc2",0.309973433928442,0.020104982,1,10,TRUE,-0.301236853704964,0.000144117,5,9,TRUE,"Significant","Q4 (MeCP2 up / H2A down)"
"Smox",0.141883991,0.496555094,0,1,FALSE,0.182839218084006,0.091273862,0,2,FALSE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Smpx",0.279735303,0.238891542,0,1,FALSE,0.311950671,0.036347733,1,1,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Smurf1",-0.0873159912107049,0.642578193,0,2,FALSE,-0.268685941,0.017012386,1,1,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Smyd2",-0.110016487128521,0.565561927,0,2,FALSE,-0.364400550047224,0.001892817,1,2,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Smyd3",1.6649145787386,1.2e-17,3,29,TRUE,1.07447798080881,9.94e-38,7,16,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Snap25",-0.008719779,0.980849508,0,1,FALSE,1.436747157,9.45e-42,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Snca",1.26194559624698,1.05e-05,3,3,TRUE,0.403840504457789,8.75e-06,3,6,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Sncaip",1.030871302,0.003993514,1,1,TRUE,0.893414632051877,1.31e-21,5,5,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Snd1",1.6898673232955,6.38e-15,4,15,TRUE,0.942800345614348,6.3e-36,22,32,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Sned1",-0.029773849,0.91694797,0,1,FALSE,-0.506781123571519,8.8e-09,2,3,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Snn",-0.093643857,0.660905034,0,1,FALSE,0.0946435485077714,0.232735052,0,3,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Snora47",-0.117353546,0.611020523,0,1,FALSE,0.070330654,0.723958892,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Snora7a",-0.056676393,0.819728253,0,1,FALSE,0.40480262,0.004167882,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Snord12",-0.254248860727612,0.162986955,0,3,FALSE,-0.654777394879996,1.32e-06,1,2,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Snord65",-0.362552363,0.120055484,0,1,FALSE,-0.019740228,0.89264723,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Snph",-0.910378251610336,7.52e-05,5,6,TRUE,-0.341218529287541,0.011227261,1,3,TRUE,"Significant","Q3 (MeCP2 down / H2A down)"
"Sntg2",-0.0359545256855996,0.748427821,0,5,FALSE,0.423912482104013,0.000365113,4,9,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Snx10",1.227065316,1.63e-05,1,1,TRUE,0.908885186,1.47e-08,1,1,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Snx18",1.069323629,6.2e-05,1,1,TRUE,0.460298170786622,1.73e-07,1,3,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Snx20",-0.0148298474814115,0.57226127,0,2,FALSE,0.452221908,6.68e-05,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Snx29",0.0159386881110824,0.037602317,2,7,TRUE,0.256531395007797,0.016085938,2,6,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Socs1",-0.135521973726461,0.427262265,0,3,FALSE,-0.548812623275373,0.000412236,2,3,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Socs6",0.810256117844898,0.011064849,1,2,TRUE,0.317825742319365,0.030164523,1,2,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Sod3",0.005436922,0.988977321,0,1,FALSE,0.399270259,0.000215548,1,1,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Sorbs1",-0.128204459972135,0.410822881,0,6,FALSE,0.328684867480654,3.04e-05,3,6,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Sorbs2",-0.05172276,0.836734594,0,1,FALSE,0.642622978,3.86e-07,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Sorbs3",-0.065162491,0.775347873,0,1,FALSE,-0.041200963,0.729619562,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Sorcs1",0.292197530208009,0.166745875,0,4,FALSE,0.426630982224493,0.002663913,1,2,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Sorcs2",-0.0246938085385469,0.923627782,0,3,FALSE,-0.613935136982769,9.67e-07,7,12,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Sorcs3",0.802034665427125,0.002579965,1,2,TRUE,1.07628485783695,1.38e-11,2,2,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Sost",-0.325813739,0.200725863,0,1,FALSE,-0.463173898,0.000154409,1,1,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Sostdc1",-0.367782396,0.106438115,0,1,FALSE,0.244808674,0.113646562,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Sowaha",-0.083437351,0.702622949,0,1,FALSE,0.271141965,0.068758001,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Sox1",-0.055096896,0.831233321,0,1,FALSE,-0.325543457,0.001276552,1,1,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Sox13",-0.158537876,0.437025605,0,1,FALSE,-0.319389117286907,0.012305953,1,4,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Sox1ot",0.067165854,0.76617897,0,1,FALSE,-0.185702279,0.182261432,0,1,FALSE,"Not significant","Q4 (MeCP2 up / H2A down)"
"Sox2ot",-0.0511977815177276,0.797449287,0,3,FALSE,0.221059922827418,0.004378634,1,3,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Sox5",1.22839987889235,2.41e-09,2,21,TRUE,0.583515467526673,1.4e-15,8,22,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Sox5os3",1.01025080326002,6.25e-07,3,8,TRUE,0.0988725770709242,1.13e-05,5,7,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Sox6",1.5974011369737,3.92e-09,3,5,TRUE,0.923802383868226,9.91e-14,1,2,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Sox8",-0.0623701249604231,0.651513603,0,3,FALSE,-0.34495734751466,0.003350681,1,2,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Sp5",1.53174486933675,1.13e-12,8,12,TRUE,0.759804837405819,8.26e-09,4,4,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Spaca3",0.75409997124503,0.002213731,1,6,TRUE,-0.075771148,0.67284682,0,1,FALSE,"Not significant","Q4 (MeCP2 up / H2A down)"
"Spaca7",-0.00606931,0.987945578,0,1,FALSE,0.042294764,0.747189794,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Spaca7b",0.049571136,0.843763995,0,1,FALSE,0.164288461,0.345935713,0,1,FALSE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Spag17",1.87087113791954,1.45e-11,2,2,TRUE,1.26671432902599,4.44e-28,2,2,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Spag9",0.046061874,0.856587496,0,1,FALSE,0.9224226,1.19e-10,1,1,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Spata13",1.01908630701279,6.4e-09,5,16,TRUE,0.556637885453663,1.03e-08,8,12,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Spata2",-0.035254008,0.897359872,0,1,FALSE,0.25199364583074,0.068742862,0,2,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Spata20",0.145501891,0.454150713,0,1,FALSE,-0.296264775,0.086150775,0,1,FALSE,"Not significant","Q4 (MeCP2 up / H2A down)"
"Spata21",-0.212113658600932,0.297488661,0,2,FALSE,-0.393069444,0.005416556,1,1,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Spats2l",0.056650627,0.814535832,0,1,FALSE,-0.781402761,1.26e-05,1,1,TRUE,"Not significant","Q4 (MeCP2 up / H2A down)"
"Spdef",-0.280920697,0.173925365,0,1,FALSE,-0.634867763152028,5.15e-07,1,2,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Speer6-ps1",0.047165821,0.851804459,0,1,FALSE,0.623393222,2.08e-06,1,1,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Spen",-0.0352822174000959,0.88196601,0,2,FALSE,-0.445631524,2.62e-05,1,1,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Spns3",-0.0539758963433971,0.679833626,0,3,FALSE,-0.386659241,0.020773934,1,1,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Spock1",0.247316396034596,0.000273635,1,17,TRUE,0.148371423847671,5.24e-06,9,19,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Spon1",1.83417510697552,5.51e-13,1,2,TRUE,1.02217248834412,1.33e-15,1,2,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Spp2",0.001332385,0.997028211,0,1,FALSE,-0.064291038,0.64701686,0,1,FALSE,"Not significant","Q4 (MeCP2 up / H2A down)"
"Sppl2c",-0.0498231935568356,0.778153842,0,2,FALSE,-0.776667219,7.19e-07,1,1,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Spr",0.00877509401287272,0.974952662,0,2,FALSE,-0.568293350271176,2.18e-05,3,5,TRUE,"Not significant","Q4 (MeCP2 up / H2A down)"
"Spred2",-0.243674479800607,0.258685716,0,2,FALSE,0.147731568475057,0.329537829,0,2,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Spry4",0.0065385749325544,0.808161024,0,2,FALSE,0.702214641585329,1.64e-12,1,3,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Spsb1",-0.273659403703977,0.155609812,0,2,FALSE,-0.496757067,0.003511751,1,1,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Spsb4",-0.0409084030663128,0.856635218,0,2,FALSE,-0.00791828970383582,0.097608703,0,3,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Sptb",0.00538444519708192,0.858626482,0,2,FALSE,-0.167167795383954,2.22e-05,6,9,TRUE,"Not significant","Q4 (MeCP2 up / H2A down)"
"Sptbn2",-0.026377786,0.931261141,0,1,FALSE,-0.508632608,0.000200343,1,1,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Sptbn5",-0.02923171,0.919094669,0,1,FALSE,-0.0878669060033364,0.011700699,1,3,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Sptlc3",2.05355118279795,2.89e-14,9,10,TRUE,1.52648518365514,1.61e-36,13,13,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Srcin1",-0.15360361447315,0.377869913,0,3,FALSE,-0.710169216987344,1.86e-06,2,3,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Srek1",-0.338343921903022,0.152203767,0,2,FALSE,0.210068060587322,0.237201395,0,2,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Srek1ip1",2.275029412,1.91e-15,1,1,TRUE,1.34767521409306,1.88e-43,2,3,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Srgap1",0.443637343839839,0.060305399,0,3,FALSE,0.68351190547323,2.7e-10,3,3,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Srprb",0.027406803,0.924862653,0,1,FALSE,-0.572127108465186,3.96e-05,2,2,TRUE,"Not significant","Q4 (MeCP2 up / H2A down)"
"Srsf6",-0.066274526,0.775372098,0,1,FALSE,-0.013002932,0.931916375,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Srxn1",-0.061673142,0.79716248,0,1,FALSE,-0.004290795,0.976960451,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Ssbp2",-0.206420025804921,0.103522926,0,2,FALSE,0.537555154651943,1.26e-05,2,4,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Ssbp3",-0.179715149574304,0.38379115,0,2,FALSE,0.232300918420901,0.006000786,3,10,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Ssh1",-0.006888564,0.985868779,0,1,FALSE,-0.36013781450678,0.003676647,1,2,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Sspn",0.087739156246294,0.611546267,0,4,FALSE,0.238798595892912,0.066952906,0,2,FALSE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Sspo",0.017482045,0.956697376,0,1,FALSE,0.343038779548518,0.000218941,1,2,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Ssr4",-0.0180007890238931,0.820710496,0,2,FALSE,0.070217784,0.708163026,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Sstr2",0.392299419099876,0.089274628,0,2,FALSE,0.147331567,0.271800684,0,1,FALSE,"Not significant","Q1 (MeCP2 up / H2A up)"
"St14",-0.337229406060681,0.089839503,0,3,FALSE,-0.302301541,0.049635428,1,1,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"St18",1.98173061340762,7.1e-10,3,6,TRUE,0.641355948217178,6.27e-08,6,6,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"St3gal2",-0.058125323,0.808911037,0,1,FALSE,0.498199800421189,0.000212314,1,2,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"St3gal3",-0.0727078055109425,0.646481046,0,2,FALSE,-0.183898334507316,0.043381388,1,3,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"St3gal4",-0.0555700134830501,0.717282842,0,4,FALSE,-0.36350441,0.006783207,1,1,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"St6gal1",0.009404576,0.979230047,0,1,FALSE,0.018767277,0.902044962,0,1,FALSE,"Not significant","Q1 (MeCP2 up / H2A up)"
"St6galnac3",0.84285514088981,2.64e-07,2,23,TRUE,0.538254906681123,1.85e-11,11,16,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"St6galnac5",-0.0194308703133203,0.931660673,0,2,FALSE,0.283486961515571,0.019785436,1,2,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"St7",0.054023708,0.828946331,0,1,FALSE,0.39324383935703,0.004296572,3,5,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"St8sia1",-0.075570438,0.740830807,0,1,FALSE,-0.1811398,0.213160077,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"St8sia2",0.314038737614013,0.120627451,0,7,FALSE,0.301526026927349,0.000144726,2,8,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"St8sia3os",1.69502151287737,7.43e-09,1,2,TRUE,1.08166450009072,1.66e-19,6,6,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"St8sia5",-0.034304831,0.901921108,0,1,FALSE,0.321126269984663,0.031427203,1,2,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Stac2",0.056564515,0.820288094,0,1,FALSE,0.112348783067477,0.112215084,0,2,FALSE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Stard13",-0.127860933,0.542705476,0,1,FALSE,0.201794943,0.220971076,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Stimate",-0.057630823,0.810996541,0,1,FALSE,-0.020321278,0.889364603,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Stk10",-0.443798963624555,0.046718551,1,3,TRUE,0.136329581,0.408948436,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Stk24",-0.0929879220907908,0.568372054,0,6,FALSE,-0.411197389817751,0.000283773,2,4,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Stk32c",-0.24317539841748,0.239785459,0,3,FALSE,-0.352474872939023,0.008012074,2,5,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Stk33",0.072837734,0.746102722,0,1,FALSE,-0.197561884,0.268580011,0,1,FALSE,"Not significant","Q4 (MeCP2 up / H2A down)"
"Stk39",0.945545249333338,9.13e-06,2,10,TRUE,0.419620484623983,1.54e-05,3,8,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Stmn2",-0.404406486,0.088891862,0,1,FALSE,0.478009923,2.31e-05,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Stoml3",-0.023840359,0.936367852,0,1,FALSE,-0.509400109,0.000256321,1,1,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Ston2",-0.04206175849813,0.845097014,0,2,FALSE,-0.128598875511588,0.239883947,0,2,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Stox2",-0.047280344,0.850833228,0,1,FALSE,0.403746455355974,0.000423921,1,3,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Stra6",-0.143617669656893,0.340354588,0,6,FALSE,-0.369663827023321,0.000393724,5,6,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Stra6l",-0.115473881,0.588414974,0,1,FALSE,-0.46598317780387,0.001228242,1,2,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Stum",0.0702674339011703,0.154073741,0,7,FALSE,0.065295375714155,0.002052745,1,9,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Stx18",-0.0439180680401506,0.828840967,0,3,FALSE,0.155525801,0.149115152,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Stx6",-0.0733377837527347,0.492522609,0,3,FALSE,-0.189679872,0.022316523,1,1,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Stxbp5",-0.155252696531235,0.400843304,0,2,FALSE,1.27772983481873,2.11e-20,3,4,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Sufu",-0.12626790744532,0.520683285,0,2,FALSE,-0.509252729401719,0.0003916,1,2,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Sulf2",-0.116343287326863,0.310289463,0,3,FALSE,0.088519658275855,0.013367071,2,3,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Sult4a1",0.0424822677030997,0.712086944,0,2,FALSE,-0.320952651225284,0.025912165,1,2,TRUE,"Not significant","Q4 (MeCP2 up / H2A down)"
"Sun5",-0.011803463,0.971833548,0,1,FALSE,-0.011720958,0.929369613,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Susd1",0.866597311350722,0.000238122,1,2,TRUE,0.645681304593489,7.21e-09,3,3,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Susd4",-0.188207913129814,0.204864162,0,5,FALSE,-0.0804195598360165,0.00873055,3,9,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Sv2b",1.98404212498433,7.29e-12,3,6,TRUE,0.783801529024751,8.02e-11,2,2,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Sv2c",-0.0345343690355315,0.880278245,0,2,FALSE,0.629347399508225,3.06e-10,2,2,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Svep1",1.97340236174403,3.77e-16,8,10,TRUE,1.08434827694559,2.21e-26,7,7,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Svil",0.752193239253695,0.00049432,2,9,TRUE,0.749657853044606,7.07e-20,11,15,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Sybu",1.23554925878403,5.01e-05,2,2,TRUE,0.829134199103999,1.41e-15,3,3,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Syn2",1.925076156,1.76e-11,1,1,TRUE,0.613528748560149,1.69e-09,2,2,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Syn3",0.0991333520477603,0.155828808,0,4,FALSE,-0.0730647393735785,0.021478637,1,4,TRUE,"Not significant","Q4 (MeCP2 up / H2A down)"
"Syndig1",1.46067524267461,4.21e-08,2,5,TRUE,0.699522122096333,8.8e-13,5,9,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Syne1",-0.003432655,0.993171602,0,1,FALSE,1.04949962110269,1.43e-10,1,2,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Syne2",0.0638054854462225,0.754696892,0,2,FALSE,-0.010260347,0.956946022,0,1,FALSE,"Not significant","Q4 (MeCP2 up / H2A down)"
"Syne3",-0.682202019761046,0.000714188,1,10,TRUE,-0.537279300496994,8.48e-11,13,16,TRUE,"Significant","Q3 (MeCP2 down / H2A down)"
"Synj2",1.58385349428702,1.83e-12,3,7,TRUE,-0.0895320292374091,2.36e-07,2,4,TRUE,"Significant","Q4 (MeCP2 up / H2A down)"
"Synpr",1.4672256437647,1.23e-06,1,2,TRUE,0.543147379114977,5.35e-12,2,3,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Syt1",2.11441559591557,4.95e-10,3,3,TRUE,1.28828423257399,3.3e-51,5,8,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Syt13",0.0735244764000471,0.436243584,0,3,FALSE,-0.147703293397805,0.222547044,0,4,FALSE,"Not significant","Q4 (MeCP2 up / H2A down)"
"Syt16",-0.038905172,0.883920729,0,1,FALSE,0.077584057,0.666643485,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Syt2",-0.001413953,0.996768717,0,1,FALSE,-0.539987427884292,3.4e-05,4,8,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Syt6",-0.43254231346608,0.052582853,0,7,FALSE,-0.261975667819856,0.000957846,2,8,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Syt7",-0.01895923,0.951884997,0,1,FALSE,-0.425291036292716,2.49e-05,1,3,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Syt9",0.100366047317529,0.342326357,0,2,FALSE,0.163196733,0.202396663,0,1,FALSE,"Not significant","Q1 (MeCP2 up / H2A up)"
"T2",-0.058870887,0.806109976,0,1,FALSE,-0.205679539,0.086410706,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Tac4",-0.03028515,0.915571547,0,1,FALSE,-0.530574211,0.000399154,1,1,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Tacc2",0.00342945793589305,0.906624205,0,3,FALSE,0.0955960515823386,0.477943223,0,3,FALSE,"Not significant","Q1 (MeCP2 up / H2A up)"
